 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
  9801   -1.8178  -705026.280982  -705019.891947
  9802   -1.8066  -705285.532169  -705280.044573
  9803   -1.8904  -705290.806600  -705280.817891
  9804   -1.7541  -705208.016632  -705199.414314
  9805   -1.7910  -705178.233186  -705170.589007
  9806   -1.8005  -705290.018923  -705286.268128
  9807   -1.7311  -705343.116770  -705335.033325
  9808   -1.8557  -705171.191240  -705167.673715
  9809   -1.7753  -705662.384240  -705658.534603
  9810   -1.7434  -705247.185434  -705239.414477
  9811   -1.8388  -704973.724543  -704972.359895
  9812   -1.9118  -705357.616737  -705352.681968
  9813   -1.9948  -705232.961834  -705229.513476
  9814   -1.7442  -705295.395071  -705286.943317
  9815   -1.8183  -705412.669133  -705405.409366
  9816   -1.7594  -705293.081308  -705287.515727
  9817   -1.7237  -705258.203459  -705250.659534
  9818   -1.7643  -705457.842234  -705451.772188
  9819   -1.8581  -705358.091092  -705354.259637
  9820   -1.9722  -705146.934525  -705140.279828
  9821   -1.7106  -705510.296349  -705499.559239
  9822   -1.7249  -705570.770483  -705564.773218
  9823   -1.7483  -705227.017646  -705216.307832
  9824   -1.6908  -705657.879601  -705648.980938
  9825   -1.7929  -705366.936701  -705356.796170
  9826   -1.8658  -705365.580625  -705354.538711
  9827   -1.7073  -705587.791450  -705580.000988
  9828   -1.7578  -705333.714389  -705326.284359
  9829   -1.8327  -705290.313251  -705284.913093
  9830   -1.8213  -705527.699006  -705514.572479
  9831   -1.8642  -705423.212028  -705419.854135
  9832   -1.7234  -705249.640482  -705244.329484
  9833   -1.7815  -705557.974777  -705554.714826
  9834   -1.7739  -705230.001956  -705220.301460
  9835   -1.7670  -705176.360346  -705172.966349
  9836   -1.7696  -705102.952555  -705096.861376
  9837   -1.7709  -705290.314074  -705281.030858
  9838   -1.7580  -705157.539926  -705153.201805
  9839   -1.8435  -705272.947889  -705263.880343
  9840   -1.7937  -705305.769077  -705295.522112
  9841   -1.7813  -705414.699929  -705405.471814
  9842   -1.6973  -705162.525256  -705157.441145
  9843   -1.8833  -704929.475678  -704921.243883
  9844   -1.7600  -705254.002728  -705250.016105
  9845   -1.7554  -705449.956654  -705442.002392
  9846   -1.7691  -705127.406367  -705119.750168
  9847   -1.7663  -705377.061189  -705372.475607
  9848   -1.8644  -705242.397003  -705232.634676
  9849   -1.8043  -705108.213800  -705093.679249
  9850   -1.8144  -705328.807058  -705320.207534
  9851   -1.7700  -705157.461969  -705146.602968
  9852   -1.8771  -705476.509652  -705471.151004
  9853   -1.7784  -705105.925372  -705095.759653
  9854   -1.8630  -705401.199893  -705392.049123
  9855   -1.8769  -705343.855424  -705338.599250
  9856   -1.6043  -705264.920160  -705255.894731
  9857   -1.7558  -705155.698674  -705148.218795
  9858   -1.8344  -705304.839583  -705293.115387
  9859   -1.8610  -705262.884375  -705258.859628
  9860   -1.7610  -705436.506434  -705429.194175
  9861   -1.8411  -705017.051001  -705007.594487
  9862   -2.0027  -705320.492280  -705313.719374
  9863   -1.7790  -704979.353455  -704975.275262
  9864   -1.7453  -705295.072104  -705287.039503
  9865   -1.8683  -704947.401538  -704939.482329
  9866   -1.7590  -705022.961539  -705014.789808
  9867   -1.7983  -705112.174573  -705104.794526
  9868   -1.7213  -705130.760944  -705125.287366
  9869   -1.8277  -705201.927111  -705199.684735
  9870   -1.6162  -705280.960326  -705273.065730
  9871   -1.8365  -705380.570008  -705374.328549
  9872   -1.7021  -705340.534586  -705335.593803
  9873   -1.7645  -705205.043058  -705195.969585
  9874   -1.8944  -705300.018471  -705296.629429
  9875   -1.9234  -705409.235323  -705401.759372
  9876   -1.8863  -705200.306095  -705196.070805
  9877   -1.8427  -705344.010929  -705341.377617
  9878   -1.8303  -705239.709207  -705234.373725
  9879   -1.8087  -705429.217921  -705425.714651
  9880   -1.8447  -705206.546187  -705200.723536
  9881   -1.7936  -705156.450347  -705152.762674
  9882   -1.7910  -705101.643015  -705095.999652
  9883   -1.7747  -705110.020368  -705105.480235
  9884   -1.8021  -705020.643856  -705018.599171
  9885   -1.8877  -705543.453159  -705540.218497
  9886   -1.8131  -705240.155855  -705237.482294
  9887   -1.7740  -705287.650997  -705282.917717
  9888   -1.7808  -705217.533058  -705210.540376
  9889   -1.8428  -705148.543108  -705140.632763
  9890   -1.6712  -705162.092331  -705157.569749
  9891   -1.7266  -705080.845461  -705070.877806
  9892   -1.8355  -704965.807362  -704957.965986
  9893   -1.8052  -705141.834209  -705135.092271
  9894   -1.9687  -705009.089187  -705001.376155
  9895   -1.7830  -705331.671464  -705324.547508
  9896   -1.7228  -705109.360401  -705103.212914
  9897   -1.6394  -705199.647615  -705195.261293
  9898   -1.8450  -705025.949485  -705023.289659
  9899   -1.8214  -705030.845096  -705028.202550
  9900   -1.7187  -705092.832847  -705087.929388
  9901   -1.8169  -705102.066961  -705092.268210
  9902   -1.9818  -705409.693080  -705408.174289
  9903   -1.7453  -704872.654281  -704870.243383
  9904   -1.7660  -705084.442521  -705076.306684
  9905   -2.0639  -704883.709119  -704876.119393
  9906   -1.8955  -704995.266339  -704987.312327
  9907   -1.7789  -704930.254743  -704918.711144
  9908   -1.8563  -704959.312031  -704952.462794
  9909   -1.7618  -705171.136139  -705167.975407
  9910   -1.7192  -704945.701115  -704938.809554
  9911   -1.8257  -705151.825182  -705147.424206
  9912   -1.8015  -704999.934123  -704994.971519
  9913   -1.6545  -704863.708822  -704859.563628
  9914   -1.6819  -705099.047547  -705095.974581
  9915   -1.6855  -705217.314068  -705206.252413
  9916   -1.8789  -704970.244141  -704970.229424
  9917   -1.7377  -705223.157531  -705214.954630
  9918   -1.8268  -705348.687839  -705342.996339
  9919   -1.7942  -705186.309062  -705179.575917
  9920   -1.9392  -705202.344208  -705197.817622
  9921   -1.8231  -704886.369962  -704878.080082
  9922   -1.7501  -705256.417628  -705251.123206
  9923   -1.7083  -705395.880557  -705393.089201
  9924   -1.7714  -704922.637006  -704917.728249
  9925   -1.7202  -705147.352809  -705140.099675
  9926   -1.7586  -705131.594046  -705125.841570
  9927   -1.7624  -705115.153207  -705110.798169
  9928   -1.7705  -705125.399228  -705115.875892
  9929   -1.7999  -705114.920861  -705106.196296
  9930   -1.8212  -705121.510589  -705115.177348
  9931   -1.9452  -705084.813095  -705079.422860
  9932   -1.9030  -705026.616571  -705019.821487
  9933   -1.8694  -705479.673067  -705470.693120
  9934   -1.7996  -705178.422896  -705171.403684
  9935   -1.8240  -704991.392254  -704981.728573
  9936   -1.9311  -705130.560857  -705120.099274
  9937   -1.7954  -705139.391406  -705135.360082
  9938   -1.7059  -704926.523169  -704918.342585
  9939   -1.6996  -705405.041273  -705400.573808
  9940   -1.7464  -705121.675350  -705117.665249
  9941   -1.7061  -705170.565452  -705165.909152
  9942   -1.7652  -705017.736095  -705013.363700
  9943   -1.7881  -705194.206933  -705184.454175
  9944   -1.8161  -705217.985002  -705212.591997
  9945   -1.7154  -705272.106010  -705265.828889
  9946   -1.8348  -705064.286175  -705063.155711
  9947   -1.8055  -705352.735235  -705348.716597
  9948   -1.7928  -705398.921348  -705395.635129
  9949   -1.8257  -705223.491895  -705216.475067
  9950   -1.7823  -705158.739949  -705145.103050
  9951   -1.7985  -705256.766619  -705248.253369
  9952   -1.7080  -705344.105559  -705334.771306
  9953   -1.7651  -705327.872080  -705320.200167
  9954   -1.8917  -705274.408104  -705262.986345
  9955   -1.8199  -705259.377431  -705259.627199
  9956   -1.6552  -705151.547528  -705144.861683
  9957   -1.8491  -705343.003787  -705339.623745
  9958   -1.9060  -705096.943251  -705093.214497
  9959   -1.7967  -705189.350787  -705184.784823
  9960   -1.7702  -705515.926556  -705511.676322
  9961   -1.8298  -705075.274084  -705068.586121
  9962   -1.7830  -705263.981061  -705254.754918
  9963   -1.9210  -705372.991218  -705367.762020
  9964   -1.8228  -705232.238479  -705229.071315
  9965   -1.8266  -705020.716585  -705014.682574
  9966   -1.7851  -705044.970612  -705042.425874
  9967   -2.0932  -704958.235431  -704947.340343
  9968   -1.8899  -705396.206947  -705390.233345
  9969   -1.7374  -705142.764888  -705137.020276
  9970   -1.7026  -704953.732060  -704944.807065
  9971   -1.6374  -705099.108604  -705091.094138
  9972   -1.7643  -705172.820136  -705165.194269
  9973   -1.7812  -704862.014427  -704858.994562
  9974   -1.7969  -704927.762474  -704921.986350
  9975   -1.8064  -704897.173431  -704892.846968
  9976   -1.9573  -704946.345865  -704942.176337
  9977   -1.9581  -705322.500970  -705318.653646
  9978   -1.7641  -705251.168747  -705248.868963
  9979   -1.8688  -704808.596852  -704797.345310
  9980   -1.7507  -705292.199200  -705288.675574
  9981   -1.7098  -705128.158288  -705121.025290
  9982   -1.8342  -705108.697056  -705102.303608
  9983   -1.9143  -705214.753475  -705213.019625
  9984   -1.7748  -705178.273836  -705166.524083
  9985   -1.6736  -705050.676346  -705046.253357
  9986   -1.9381  -704974.313789  -704968.883534
  9987   -1.8423  -704991.447417  -704986.151296
  9988   -1.8500  -705259.757379  -705254.931266
  9989   -1.8135  -704992.712924  -704991.708873
  9990   -1.7347  -705271.727663  -705268.739096
  9991   -1.8953  -705079.801028  -705071.833276
  9992   -1.7379  -705119.630060  -705108.879960
  9993   -1.7073  -704785.815527  -704774.325989
  9994   -1.7931  -705263.170139  -705260.910887
  9995   -1.8190  -705096.695305  -705086.821966
  9996   -1.7832  -705197.094633  -705188.149348
  9997   -1.8902  -704931.203979  -704924.361590
  9998   -1.9219  -705103.903675  -705096.933078
  9999   -1.9162  -705117.368067  -705112.695163
 10000   -1.6754  -704718.814218  -704710.838021
 10001   -1.6593  -705564.845022  -705561.666562
 10002   -1.6721  -705570.420898  -705564.559569
 10003   -1.7125  -705609.168614  -705605.531201
 10004   -1.6233  -705866.190333  -705857.755537
 10005   -1.5679  -705579.069824  -705572.946962
 10006   -1.6701  -705709.163616  -705703.640474
 10007   -1.6019  -705664.032254  -705659.908840
 10008   -1.7703  -706002.020472  -705997.217161
 10009   -1.6421  -705458.326578  -705450.535477
 10010   -1.6658  -705820.243750  -705816.879952
 10011   -1.6046  -705623.933701  -705616.050951
 10012   -1.6919  -705603.342086  -705597.965804
 10013   -1.5432  -705672.402326  -705669.412872
 10014   -1.5976  -705703.855176  -705698.917589
 10015   -1.5610  -705386.140130  -705382.078411
 10016   -1.6290  -705540.388344  -705536.034667
 10017   -1.7834  -705511.108671  -705508.648617
 10018   -1.6767  -705568.880447  -705564.410511
 10019   -1.7676  -705278.501749  -705265.352612
 10020   -1.6038  -705363.449183  -705357.167932
 10021   -1.7472  -705831.581610  -705824.519967
 10022   -1.5781  -705354.678599  -705344.327332
 10023   -1.6771  -705325.957651  -705317.269918
 10024   -1.6950  -705685.761053  -705680.998832
 10025   -1.5085  -705373.328399  -705369.412245
 10026   -1.5931  -705588.639894  -705579.397160
 10027   -1.7670  -705617.600479  -705613.485947
 10028   -1.6651  -705500.535822  -705492.853529
 10029   -1.6504  -705706.340815  -705703.362788
 10030   -1.6840  -705980.328076  -705966.744691
 10031   -1.7128  -705265.509007  -705258.771554
 10032   -1.6725  -705209.295807  -705206.384775
 10033   -1.6036  -705329.572446  -705326.660518
 10034   -1.5707  -705365.323336  -705360.691392
 10035   -1.6676  -705420.540476  -705412.456453
 10036   -1.5923  -705372.668948  -705367.408195
 10037   -1.6075  -705833.453958  -705827.872552
 10038   -1.5006  -705567.412553  -705562.255236
 10039   -1.5674  -705261.041297  -705256.477486
 10040   -1.6656  -705417.234484  -705411.692245
 10041   -1.7186  -705542.931002  -705536.712204
 10042   -1.6569  -705613.914577  -705607.592823
 10043   -1.6837  -705722.748168  -705717.568232
 10044   -1.7054  -705489.249232  -705483.191039
 10045   -1.6914  -705455.547831  -705443.806265
 10046   -1.5499  -705405.563977  -705397.039719
 10047   -1.6536  -705288.832796  -705277.772398
 10048   -1.7363  -705251.929960  -705244.904077
 10049   -1.5588  -705243.163003  -705232.983569
 10050   -1.5924  -705382.132030  -705376.656141
 10051   -1.8028  -705717.030148  -705710.646390
 10052   -1.6443  -705468.420997  -705461.376558
 10053   -1.6680  -705651.135490  -705648.922560
 10054   -1.6271  -705576.999448  -705574.511353
 10055   -1.7342  -705196.690538  -705193.987065
 10056   -1.7009  -705483.367479  -705474.955706
 10057   -1.6424  -705699.607517  -705693.347714
 10058   -1.6696  -705373.367117  -705372.161522
 10059   -1.6227  -705692.717154  -705688.176063
 10060   -1.7429  -705277.534267  -705270.873910
 10061   -1.5295  -705458.729882  -705448.602669
 10062   -1.5290  -705400.964042  -705394.263603
 10063   -1.7256  -705298.181731  -705288.224516
 10064   -1.7442  -705357.299382  -705348.301370
 10065   -1.4889  -705567.159198  -705562.183183
 10066   -1.5648  -705455.612685  -705446.045488
 10067   -1.4989  -705525.579862  -705519.174025
 10068   -1.7261  -705459.532756  -705446.816879
 10069   -1.7661  -705545.409489  -705538.794849
 10070   -1.7573  -705477.473602  -705467.899582
 10071   -1.8371  -705948.544991  -705942.817284
 10072   -1.7212  -705608.661261  -705605.393655
 10073   -1.5838  -705479.299964  -705470.736706
 10074   -1.7712  -705665.525193  -705658.192624
 10075   -1.7050  -705385.200429  -705374.443876
 10076   -1.5635  -705869.167180  -705860.953837
 10077   -1.7019  -705367.630592  -705364.818054
 10078   -1.6239  -705828.933875  -705825.858795
 10079   -1.6147  -705360.711055  -705359.226634
 10080   -1.6540  -705481.379687  -705477.686215
 10081   -1.7268  -705683.837720  -705678.290257
 10082   -1.6910  -705851.071791  -705844.178651
 10083   -1.6338  -705572.734883  -705568.450296
 10084   -1.5907  -705682.906647  -705675.405292
 10085   -1.6804  -705728.581352  -705722.209192
 10086   -1.6908  -705462.088109  -705450.987600
 10087   -1.6489  -705517.043084  -705512.871873
 10088   -1.6677  -705514.327842  -705508.848501
 10089   -1.6752  -705585.365819  -705577.065966
 10090   -1.5219  -705539.968830  -705535.075597
 10091   -1.6188  -705415.172561  -705404.041006
 10092   -1.5702  -705361.862936  -705356.064945
 10093   -1.5726  -705571.463064  -705563.528869
 10094   -1.6943  -705563.250942  -705558.069159
 10095   -1.6141  -705452.764960  -705451.671487
 10096   -1.7523  -705537.531554  -705528.342032
 10097   -1.6074  -705864.058858  -705852.557864
 10098   -1.6647  -705549.459004  -705544.375375
 10099   -1.6645  -705493.688267  -705487.957379
 10100   -1.6265  -705455.373394  -705445.670918
 10101   -1.6396  -705327.245935  -705322.294611
 10102   -1.5330  -705573.296130  -705567.155821
 10103   -1.5710  -705350.385189  -705347.298351
 10104   -1.5970  -705662.512786  -705654.151207
 10105   -1.7668  -705575.316451  -705572.988426
 10106   -1.6227  -705443.696028  -705438.475773
 10107   -1.7033  -705713.674625  -705705.748922
 10108   -1.6751  -705409.502499  -705402.201139
 10109   -1.6490  -705462.268502  -705459.746010
 10110   -1.6835  -705482.194583  -705472.326523
 10111   -1.6536  -705586.686250  -705580.571244
 10112   -1.6427  -705479.536000  -705471.359522
 10113   -1.6557  -705580.749886  -705572.502699
 10114   -1.5818  -705744.025695  -705740.130978
 10115   -1.6846  -705500.598221  -705491.535779
 10116   -1.7904  -705608.729784  -705600.169596
 10117   -1.6071  -705804.865995  -705803.249181
 10118   -1.6743  -705758.180053  -705747.796906
 10119   -1.5165  -705583.656438  -705580.207138
 10120   -1.6428  -705728.663480  -705719.332559
 10121   -1.6377  -705491.714235  -705484.343006
 10122   -1.6834  -705632.928380  -705621.125198
 10123   -1.7086  -705640.501689  -705633.429571
 10124   -1.5205  -705698.420117  -705690.837134
 10125   -1.7942  -705750.263632  -705747.740842
 10126   -1.6905  -705801.099762  -705795.194359
 10127   -1.7290  -705708.901052  -705702.027672
 10128   -1.6351  -705775.884894  -705771.332070
 10129   -1.7434  -705695.972537  -705688.063147
 10130   -1.6694  -705575.406920  -705567.632241
 10131   -1.7607  -705763.293328  -705756.077685
 10132   -1.7271  -705654.179296  -705651.013983
 10133   -1.7440  -705831.670659  -705829.562787
 10134   -1.6121  -705903.459544  -705899.755998
 10135   -1.5909  -705495.515690  -705490.467097
 10136   -1.6748  -705735.754237  -705733.631307
 10137   -1.5766  -705566.108857  -705561.958044
 10138   -1.5801  -705627.911267  -705621.407504
 10139   -1.6017  -705703.202193  -705693.617595
 10140   -1.6056  -705641.267151  -705629.858767
 10141   -1.6102  -705451.018714  -705438.652943
 10142   -1.7526  -705430.896071  -705423.058935
 10143   -1.7025  -705279.559519  -705266.281337
 10144   -1.7258  -705670.393368  -705664.411013
 10145   -1.5973  -705642.761345  -705633.629141
 10146   -1.6666  -705707.054951  -705695.074405
 10147   -1.6174  -705760.458297  -705749.024673
 10148   -1.6514  -705561.623029  -705551.958991
 10149   -1.5606  -705970.061313  -705963.510913
 10150   -1.7211  -705807.164697  -705795.755616
 10151   -1.6580  -705726.244588  -705723.712465
 10152   -1.6243  -705508.540119  -705505.468547
 10153   -1.7189  -705552.729781  -705550.841541
 10154   -1.6234  -705761.929581  -705758.934389
 10155   -1.6006  -705957.146846  -705949.652471
 10156   -1.6840  -705598.878390  -705593.889493
 10157   -1.6989  -705599.900237  -705595.532938
 10158   -1.5391  -705747.903287  -705744.949869
 10159   -1.6129  -705903.269383  -705893.420977
 10160   -1.6403  -705617.194823  -705609.002127
 10161   -1.5973  -705833.764950  -705823.592994
 10162   -1.6780  -705837.896331  -705835.300712
 10163   -1.7542  -705870.113137  -705863.894941
 10164   -1.6885  -705458.214991  -705449.825443
 10165   -1.6090  -705862.348865  -705853.892587
 10166   -1.6963  -705927.933950  -705921.812703
 10167   -1.6548  -705356.003779  -705348.948144
 10168   -1.5423  -705900.876831  -705896.230317
 10169   -1.5848  -706079.806573  -706077.550720
 10170   -1.7093  -705631.229038  -705629.444148
 10171   -1.6345  -705497.904322  -705491.434772
 10172   -1.6846  -705793.319069  -705786.084863
 10173   -1.6245  -705617.077474  -705611.006102
 10174   -1.6562  -705694.631892  -705686.961698
 10175   -1.7630  -705894.640533  -705891.088282
 10176   -1.5281  -705834.800624  -705825.831328
 10177   -1.8117  -705431.575230  -705422.744344
 10178   -1.7428  -705448.756126  -705443.653359
 10179   -1.6825  -705570.121018  -705559.397699
 10180   -1.6895  -705645.215530  -705640.492736
 10181   -1.6731  -705790.693073  -705783.664332
 10182   -1.6963  -705411.840581  -705407.292902
 10183   -1.7057  -705802.840300  -705797.636983
 10184   -1.6083  -705495.968673  -705486.641588
 10185   -1.6816  -705502.158388  -705501.433262
 10186   -1.5200  -705855.497847  -705848.665833
 10187   -1.5304  -705568.997775  -705566.361640
 10188   -1.6555  -705873.563550  -705863.355760
 10189   -1.6787  -705432.679126  -705427.416404
 10190   -1.8117  -705576.622377  -705574.085197
 10191   -1.8672  -705759.959130  -705755.854425
 10192   -1.6024  -705720.048847  -705713.903754
 10193   -1.5679  -705459.755270  -705450.613964
 10194   -1.5817  -705477.773008  -705467.908061
 10195   -1.5963  -705426.165650  -705421.010430
 10196   -1.6161  -705543.106547  -705536.074870
 10197   -1.7925  -705824.916228  -705818.218355
 10198   -1.6948  -705703.403724  -705696.526761
 10199   -1.6736  -705779.764845  -705775.563417
 10200   -1.6821  -705695.586366  -705690.948223
 10201   -1.6578  -705620.738086  -705615.089345
 10202   -1.5741  -705612.545001  -705603.419950
 10203   -1.6165  -705380.461596  -705369.947198
 10204   -1.7057  -705888.496385  -705884.555984
 10205   -1.6817  -705756.072748  -705747.206988
 10206   -1.6972  -705774.889514  -705771.447411
 10207   -1.6362  -705534.856903  -705530.547652
 10208   -1.6064  -705673.252333  -705670.801262
 10209   -1.6180  -705458.188448  -705453.411632
 10210   -1.7751  -705546.501394  -705539.339712
 10211   -1.6333  -705654.973404  -705649.783179
 10212   -1.5837  -705616.833509  -705607.705420
 10213   -1.7063  -705323.480303  -705318.957881
 10214   -1.6637  -705625.995073  -705615.255725
 10215   -1.7839  -705624.892697  -705618.814838
 10216   -1.5932  -705288.439676  -705285.096422
 10217   -1.6726  -705756.130640  -705752.495479
 10218   -1.7156  -705583.243065  -705581.022567
 10219   -1.5586  -705815.548830  -705812.684918
 10220   -1.6489  -705750.257565  -705741.836127
 10221   -1.7962  -705610.113449  -705605.194102
 10222   -1.6863  -705914.796321  -705911.243864
 10223   -1.6795  -705753.796273  -705742.796180
 10224   -1.6101  -705656.339547  -705647.683782
 10225   -1.6532  -705766.619103  -705757.003161
 10226   -1.6605  -705455.631516  -705450.247532
 10227   -1.6653  -705654.357676  -705647.309628
 10228   -1.4641  -705417.776940  -705409.988470
 10229   -1.7788  -705903.075136  -705895.943951
 10230   -1.5833  -705692.712657  -705690.753730
 10231   -1.7863  -705448.683354  -705443.701552
 10232   -1.7402  -705434.279353  -705430.171345
 10233   -1.6270  -705573.700418  -705567.414391
 10234   -1.6273  -705525.193283  -705521.576440
 10235   -1.6534  -705344.876810  -705339.183364
 10236   -1.6860  -705472.716868  -705461.021855
 10237   -1.6572  -705891.985402  -705888.006056
 10238   -1.7663  -705360.615672  -705356.487905
 10239   -1.5951  -705645.861232  -705638.523090
 10240   -1.6172  -705674.107218  -705657.549138
 10241   -1.6022  -705448.786288  -705442.723123
 10242   -1.7397  -705872.671096  -705867.875102
 10243   -1.7018  -705519.673701  -705511.071634
 10244   -1.7724  -705552.764933  -705551.677210
 10245   -1.5582  -705495.349181  -705487.665894
 10246   -1.6622  -705582.860049  -705576.107247
 10247   -1.6732  -705750.155834  -705744.153120
 10248   -1.5275  -705408.741202  -705401.758756
 10249   -1.6462  -705856.706764  -705848.724742
 10250   -1.6384  -705459.926474  -705456.598233
 10251   -1.7888  -705813.943322  -705806.570693
 10252   -1.7454  -706034.426629  -706028.027253
 10253   -1.6202  -705909.548929  -705904.678750
 10254   -1.6045  -705498.587843  -705497.897576
 10255   -1.5530  -705906.230931  -705899.213197
 10256   -1.5816  -705726.721589  -705717.559925
 10257   -1.6834  -705456.048879  -705449.769723
 10258   -1.6814  -706066.360716  -706061.521646
 10259   -1.7355  -705514.140840  -705509.036433
 10260   -1.5891  -705481.247977  -705473.364432
 10261   -1.7108  -705575.895592  -705567.460784
 10262   -1.6316  -705589.587468  -705580.445436
 10263   -1.6739  -705948.784548  -705940.569515
 10264   -1.6651  -705431.212764  -705423.754640
 10265   -1.6439  -705470.274680  -705465.975192
 10266   -1.5627  -705877.609906  -705872.892512
 10267   -1.5547  -705506.597076  -705501.981061
 10268   -1.6732  -705447.928509  -705442.678005
 10269   -1.6553  -705659.122793  -705652.337121
 10270   -1.7182  -705474.333171  -705466.794601
 10271   -1.6167  -705670.021462  -705668.618537
 10272   -1.7030  -705594.965516  -705593.234314
 10273   -1.6166  -705698.833945  -705696.093544
 10274   -1.6075  -705412.713423  -705405.786152
 10275   -1.7097  -705759.325712  -705754.878076
 10276   -1.6658  -705787.514611  -705778.169559
 10277   -1.5895  -705846.858447  -705843.292318
 10278   -1.6330  -705746.020594  -705740.750721
 10279   -1.6680  -705563.077764  -705559.258716
 10280   -1.6991  -705498.006532  -705492.923956
 10281   -1.6641  -705875.791478  -705872.752369
 10282   -1.6685  -705676.217049  -705670.439932
 10283   -1.6859  -705702.856900  -705695.213041
 10284   -1.5779  -705739.397112  -705734.055194
 10285   -1.5841  -705512.019326  -705508.472542
 10286   -1.6383  -705723.976165  -705719.684293
 10287   -1.5632  -705667.370473  -705655.976886
 10288   -1.6333  -705363.432504  -705359.372556
 10289   -1.5784  -705463.432063  -705458.306804
 10290   -1.6230  -705975.635924  -705968.357631
 10291   -1.6367  -705167.210806  -705165.614355
 10292   -1.6928  -705654.825879  -705650.420349
 10293   -1.6781  -705803.046916  -705796.606436
 10294   -1.6206  -705426.954788  -705421.774785
 10295   -1.6999  -705543.675020  -705541.286304
 10296   -1.6842  -705836.269755  -705829.034932
 10297   -1.5573  -705406.779262  -705402.245066
 10298   -1.6847  -705489.779961  -705486.514329
 10299   -1.5692  -705647.191119  -705636.133056
 10300   -1.6029  -705758.263303  -705753.381309
 10301   -1.6352  -705605.145183  -705601.099788
 10302   -1.6580  -705369.128594  -705365.263367
 10303   -1.6634  -705456.461818  -705452.206681
 10304   -1.6797  -705677.127798  -705672.653366
 10305   -1.7322  -705732.983387  -705725.047363
 10306   -1.6786  -705603.158110  -705599.332611
 10307   -1.6518  -706000.074031  -705996.221604
 10308   -1.5150  -705235.937740  -705229.854761
 10309   -1.7298  -705505.622575  -705500.795583
 10310   -1.7306  -705539.545160  -705531.728035
 10311   -1.7339  -705473.839141  -705468.631203
 10312   -1.6300  -705622.245138  -705618.216276
 10313   -1.6897  -705245.824273  -705245.512056
 10314   -1.6936  -705656.324314  -705647.328641
 10315   -1.5616  -705661.505705  -705658.676667
 10316   -1.6156  -705478.058502  -705472.776543
 10317   -1.7102  -705689.893811  -705683.121959
 10318   -1.6899  -705282.028706  -705273.479713
 10319   -1.6776  -705638.809372  -705633.646286
 10320   -1.6981  -705807.635076  -705801.053090
 10321   -1.5635  -705382.952012  -705382.369913
 10322   -1.5671  -705454.573118  -705444.518167
 10323   -1.5868  -705364.489157  -705354.957676
 10324   -1.6707  -705710.789333  -705705.630495
 10325   -1.5859  -705573.205485  -705568.163746
 10326   -1.6710  -705689.495924  -705687.029476
 10327   -1.6951  -705234.562691  -705232.450859
 10328   -1.6037  -705525.525108  -705516.599990
 10329   -1.6254  -705498.533890  -705494.015683
 10330   -1.5508  -705309.994811  -705303.649736
 10331   -1.4751  -705805.743150  -705799.784174
 10332   -1.6753  -705716.873502  -705714.740583
 10333   -1.5962  -705460.931998  -705454.196641
 10334   -1.7982  -705402.556123  -705393.308945
 10335   -1.6735  -705723.036942  -705721.626037
 10336   -1.6773  -705690.564869  -705682.843686
 10337   -1.7318  -705528.248843  -705524.990139
 10338   -1.6023  -705645.327453  -705634.821752
 10339   -1.5572  -705309.682927  -705303.661311
 10340   -1.5473  -705582.413807  -705573.998140
 10341   -1.6137  -705353.716579  -705348.036226
 10342   -1.6937  -705797.185855  -705792.899151
 10343   -1.6369  -705202.630121  -705193.420578
 10344   -1.6789  -705538.866573  -705532.763645
 10345   -1.6204  -705477.224784  -705470.602298
 10346   -1.7642  -705568.837884  -705566.019729
 10347   -1.6700  -705865.903419  -705859.429864
 10348   -1.6138  -705064.510149  -705053.760977
 10349   -1.6415  -706000.668618  -705991.894856
 10350   -1.6188  -705479.916117  -705475.370202
 10351   -1.6990  -705659.287450  -705651.326310
 10352   -1.6154  -705720.437767  -705711.188728
 10353   -1.6287  -705374.569302  -705371.510787
 10354   -1.6642  -705015.286069  -705013.821380
 10355   -1.5884  -705976.153082  -705968.420059
 10356   -1.5445  -705508.298712  -705503.047956
 10357   -1.5730  -705694.805394  -705687.836412
 10358   -1.6434  -705833.250883  -705826.756970
 10359   -1.6355  -705703.586272  -705696.494663
 10360   -1.6319  -705594.731658  -705591.823449
 10361   -1.6407  -705780.360745  -705776.307130
 10362   -1.7751  -705779.490095  -705771.973387
 10363   -1.5847  -705494.330014  -705490.394270
 10364   -1.4175  -705556.033328  -705547.259455
 10365   -1.6539  -705514.359818  -705508.035763
 10366   -1.6665  -705702.304979  -705696.293573
 10367   -1.5547  -705527.354466  -705521.067219
 10368   -1.5532  -705637.524325  -705628.865425
 10369   -1.7004  -705737.913468  -705730.752592
 10370   -1.6053  -705717.921174  -705711.087986
 10371   -1.5896  -705437.268746  -705431.682205
 10372   -1.6757  -705340.207488  -705331.782591
 10373   -1.5215  -705395.343944  -705389.817140
 10374   -1.6724  -705685.853849  -705681.174267
 10375   -1.6946  -705527.021749  -705519.270039
 10376   -1.5806  -705609.628698  -705604.653657
 10377   -1.7045  -705443.250580  -705435.161344
 10378   -1.6357  -705517.322351  -705504.886294
 10379   -1.6176  -705804.055445  -705799.266872
 10380   -1.5709  -705719.169606  -705709.241504
 10381   -1.6981  -705608.892626  -705602.850365
