 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 46196   -0.4180  -705466.730608  -705461.381529
 46197   -0.4233  -705078.482919  -705073.742187
 46198   -0.4416  -705206.810209  -705204.183677
 46199   -0.3118  -705277.176512  -705277.649000
 46200   -0.3010  -705556.688125  -705551.445004
 46201   -0.3885  -705127.598110  -705119.679675
 46202   -0.3507  -705532.655496  -705526.420035
 46203   -0.4394  -705338.478981  -705330.847201
 46204   -0.3730  -705345.201875  -705338.680442
 46205   -0.4231  -705219.188553  -705212.531681
 46206   -0.4521  -705158.044192  -705153.652837
 46207   -0.5140  -705128.161262  -705120.449477
 46208   -0.4261  -704983.074093  -704970.991996
 46209   -0.3953  -705373.371256  -705369.350745
 46210   -0.3552  -705481.947018  -705476.053754
 46211   -0.4600  -705328.777773  -705322.191129
 46212   -0.3033  -705174.007790  -705168.436869
 46213   -0.2850  -705535.526017  -705524.036039
 46214   -0.4316  -705322.088003  -705314.716907
 46215   -0.3030  -705488.997793  -705485.035014
 46216   -0.4423  -705256.845242  -705248.867796
 46217   -0.4000  -705412.907205  -705405.814028
 46218   -0.3078  -705351.302554  -705343.774506
 46219   -0.5141  -705495.446004  -705491.407090
 46220   -0.3470  -705435.658510  -705431.465821
 46221   -0.2603  -705354.487183  -705352.338208
 46222   -0.3163  -705392.519789  -705388.577772
 46223   -0.3860  -705413.801244  -705408.050724
 46224   -0.3781  -705350.279417  -705344.991423
 46225   -0.2860  -705471.716157  -705465.072342
 46226   -0.4692  -705468.402720  -705461.670409
 46227   -0.4417  -705513.896809  -705509.155639
 46228   -0.2807  -705398.785812  -705397.823835
 46229   -0.2529  -705260.254161  -705255.124034
 46230   -0.3673  -705388.432289  -705384.493869
 46231   -0.3032  -705643.037787  -705637.454489
 46232   -0.4015  -705416.950729  -705413.360583
 46233   -0.3593  -705670.400494  -705667.273034
 46234   -0.3831  -705812.216136  -705807.016254
 46235   -0.3127  -705498.735246  -705494.643667
 46236   -0.4172  -705179.569868  -705174.595078
 46237   -0.3862  -705350.096843  -705346.123111
 46238   -0.3082  -705042.990294  -705039.589860
 46239   -0.3409  -705209.151987  -705203.193629
 46240   -0.3270  -705134.415117  -705125.419824
 46241   -0.3039  -705526.173851  -705522.472220
 46242   -0.3723  -705454.893447  -705453.503370
 46243   -0.3466  -704939.436250  -704933.325099
 46244   -0.4222  -705103.764698  -705100.548621
 46245   -0.3237  -705272.171885  -705267.423956
 46246   -0.5089  -705178.301928  -705176.303637
 46247   -0.4336  -705361.095089  -705356.730150
 46248   -0.3459  -705204.054358  -705196.933637
 46249   -0.4342  -705263.656305  -705256.390280
 46250   -0.3928  -705433.573999  -705428.101474
 46251   -0.2803  -705336.339939  -705328.330465
 46252   -0.5205  -705546.724267  -705540.786723
 46253   -0.3196  -705566.746969  -705564.152376
 46254   -0.2813  -705193.610118  -705187.572716
 46255   -0.2593  -705146.618726  -705141.175297
 46256   -0.2895  -705408.311176  -705404.579986
 46257   -0.2985  -705059.065803  -705051.644019
 46258   -0.2444  -705375.770333  -705366.996033
 46259   -0.3091  -705428.810827  -705424.505071
 46260   -0.3720  -704999.901860  -704997.036231
 46261   -0.3883  -705265.170160  -705260.752150
 46262   -0.2736  -705282.630925  -705278.996473
 46263   -0.2955  -705356.832927  -705351.612196
 46264   -0.3328  -705479.269915  -705467.471704
 46265   -0.4732  -705404.451765  -705397.564119
 46266   -0.3647  -705669.800625  -705666.004326
 46267   -0.3757  -705426.369929  -705417.301362
 46268   -0.2150  -705528.519356  -705518.261363
 46269   -0.3068  -705585.223529  -705578.132013
 46270   -0.3868  -705161.345595  -705152.792362
 46271   -0.3129  -705442.242373  -705437.479463
 46272   -0.2912  -705274.887101  -705267.421946
 46273   -0.4553  -705158.985879  -705152.632351
 46274   -0.3781  -705618.335187  -705612.813206
 46275   -0.2442  -705394.493105  -705388.145936
 46276   -0.3593  -705392.418082  -705384.621474
 46277   -0.3340  -705213.969788  -705210.123109
 46278   -0.3623  -705460.767619  -705453.344650
 46279   -0.4423  -705371.351981  -705367.848571
 46280   -0.3572  -705372.011783  -705367.314852
 46281   -0.4967  -705477.213072  -705470.241906
 46282   -0.3329  -705463.378343  -705455.173174
 46283   -0.4138  -705280.706099  -705273.333839
 46284   -0.3763  -705422.629995  -705416.120972
 46285   -0.2482  -705929.163677  -705924.308976
 46286   -0.2688  -705385.206488  -705380.271944
 46287   -0.3785  -705403.174661  -705398.914663
 46288   -0.3865  -705503.270159  -705499.288550
 46289   -0.2196  -705531.891606  -705525.299449
 46290   -0.2920  -705539.520098  -705529.709727
 46291   -0.3801  -705619.359924  -705607.544627
 46292   -0.2896  -705505.597754  -705499.891939
 46293   -0.4544  -705254.781058  -705247.694197
 46294   -0.4434  -705495.093224  -705491.611057
 46295   -0.3795  -705692.371721  -705683.314079
 46296   -0.3649  -705347.081472  -705341.364697
 46297   -0.5470  -705471.789989  -705467.541064
 46298   -0.3899  -705506.294164  -705498.885819
 46299   -0.3446  -705545.866321  -705538.416798
 46300   -0.3724  -705266.332855  -705256.568951
 46301   -0.4164  -705589.105030  -705584.676533
 46302   -0.2405  -705214.758336  -705211.489383
 46303   -0.2805  -705415.805939  -705409.005196
 46304   -0.3737  -705179.086689  -705173.977474
 46305   -0.3562  -705302.101627  -705295.183749
 46306   -0.3737  -705614.382999  -705606.558576
 46307   -0.3327  -705385.300013  -705379.274962
 46308   -0.4708  -705533.495848  -705524.627681
 46309   -0.3836  -705467.753692  -705461.384141
 46310   -0.2843  -705423.049533  -705419.157796
 46311   -0.3488  -705422.986010  -705420.257802
 46312   -0.3620  -705441.950728  -705434.038562
 46313   -0.2997  -705494.670742  -705486.463005
 46314   -0.4211  -705562.940507  -705556.819734
 46315   -0.3815  -705687.874124  -705681.871547
 46316   -0.2864  -705152.533369  -705142.800369
 46317   -0.4433  -705280.030893  -705270.893790
 46318   -0.2092  -705480.935598  -705471.644313
 46319   -0.4733  -705473.727636  -705468.436343
 46320   -0.3883  -705472.078925  -705464.626285
 46321   -0.3668  -705322.544036  -705314.691095
 46322   -0.3533  -705270.234836  -705261.513053
 46323   -0.3944  -705203.463908  -705195.166864
 46324   -0.4308  -705589.824955  -705578.431785
 46325   -0.4239  -705109.686380  -705102.682988
 46326   -0.3318  -705628.493446  -705618.633076
 46327   -0.2911  -705587.922769  -705579.942562
 46328   -0.3801  -705457.674453  -705452.621455
 46329   -0.3565  -705449.170880  -705442.762326
 46330   -0.4934  -705296.089323  -705290.135327
 46331   -0.4277  -705376.645325  -705371.010731
 46332   -0.3955  -705333.152149  -705328.893751
 46333   -0.4068  -705531.667747  -705526.250563
 46334   -0.4037  -705648.961586  -705642.059682
 46335   -0.4617  -705090.238589  -705082.659381
 46336   -0.3207  -705382.587121  -705374.268334
 46337   -0.4557  -705318.555943  -705314.831235
 46338   -0.3425  -705624.473432  -705616.838597
 46339   -0.3573  -705437.128249  -705431.654342
 46340   -0.4523  -705352.575181  -705343.633160
 46341   -0.5079  -705457.308840  -705449.162379
 46342   -0.4924  -705351.152268  -705345.025331
 46343   -0.4137  -705446.197906  -705437.276770
 46344   -0.4404  -705221.105386  -705215.305716
 46345   -0.3640  -705575.069969  -705566.413014
 46346   -0.3383  -705363.026199  -705353.736800
 46347   -0.2681  -705248.943342  -705241.963692
 46348   -0.3368  -705242.563641  -705234.478366
 46349   -0.3786  -705635.541777  -705629.231457
 46350   -0.2363  -705490.105439  -705482.522187
 46351   -0.4168  -705134.375979  -705131.241943
 46352   -0.2839  -705462.276493  -705460.708738
 46353   -0.4090  -705569.246770  -705568.599634
 46354   -0.3483  -705367.843934  -705358.771227
 46355   -0.3358  -705446.483906  -705441.416164
 46356   -0.2930  -705312.851089  -705306.909330
 46357   -0.2721  -705453.416156  -705445.791439
 46358   -0.2495  -705380.325086  -705373.727688
 46359   -0.2665  -705363.244499  -705357.425467
 46360   -0.2171  -705343.167007  -705335.137843
 46361   -0.4140  -705481.781179  -705476.215210
 46362   -0.3907  -705090.361896  -705084.100389
 46363   -0.3612  -705296.406968  -705290.164349
 46364   -0.2793  -705366.463131  -705363.899750
 46365   -0.4084  -705158.656105  -705153.433837
 46366   -0.2558  -705208.573680  -705203.651600
 46367   -0.3552  -705367.299446  -705365.167052
 46368   -0.4661  -705227.257714  -705220.824976
 46369   -0.2980  -705469.269120  -705467.746121
 46370   -0.5202  -705222.771539  -705216.756256
 46371   -0.4539  -705394.291472  -705386.219596
 46372   -0.2721  -705159.653292  -705151.431122
 46373   -0.2874  -705348.766379  -705343.637728
 46374   -0.3246  -705025.026318  -705016.330741
 46375   -0.2840  -705478.343943  -705470.511144
 46376   -0.2040  -705244.090062  -705238.673683
 46377   -0.2989  -705424.702144  -705418.378916
 46378   -0.3849  -704944.797367  -704939.374792
 46379   -0.2932  -705263.383998  -705258.681484
 46380   -0.3327  -705019.548883  -705015.442846
 46381   -0.3236  -705409.232841  -705405.998352
 46382   -0.3043  -705243.817163  -705238.699317
 46383   -0.2777  -705179.203106  -705175.327504
 46384   -0.3584  -705691.265114  -705686.489629
 46385   -0.2189  -705173.150517  -705167.824044
 46386   -0.3700  -705420.446330  -705414.102070
 46387   -0.3608  -705130.395901  -705123.770527
 46388   -0.4496  -705467.715161  -705459.599748
 46389   -0.3228  -705323.171477  -705317.772306
 46390   -0.3186  -705132.426174  -705124.691230
 46391   -0.3519  -704941.113111  -704933.955909
 46392   -0.3541  -705054.792360  -705046.243336
 46393   -0.4350  -705366.781881  -705358.338045
 46394   -0.4349  -705324.922815  -705316.767409
 46395   -0.4097  -705452.916597  -705448.439148
 46396   -0.3921  -705041.684510  -705037.568794
 46397   -0.3522  -705125.471682  -705119.342513
 46398   -0.3629  -705504.283549  -705500.712191
 46399   -0.3773  -705489.677761  -705485.241253
 46400   -0.3219  -705269.077771  -705265.256324
 46401   -0.4481  -705469.813642  -705465.004019
 46402   -0.4328  -705326.457029  -705322.374189
 46403   -0.4594  -705586.335515  -705578.352450
 46404   -0.5133  -705235.435613  -705229.140575
 46405   -0.4247  -705295.270070  -705289.690789
 46406   -0.3328  -705387.114036  -705378.408850
 46407   -0.4111  -705201.129087  -705195.058436
 46408   -0.2998  -705324.116398  -705319.324670
 46409   -0.3014  -705641.896880  -705637.638618
 46410   -0.3580  -705279.026516  -705277.877607
 46411   -0.3920  -705446.799152  -705437.376092
 46412   -0.4530  -705357.185814  -705352.327219
 46413   -0.3688  -705606.285949  -705601.163698
 46414   -0.3230  -705393.418492  -705383.917119
 46415   -0.2799  -705413.159060  -705402.579663
 46416   -0.3726  -705148.592428  -705142.921441
 46417   -0.3214  -705661.848783  -705658.137170
 46418   -0.3750  -705269.893704  -705264.720780
 46419   -0.3945  -705474.185362  -705471.835591
 46420   -0.2591  -705354.206940  -705348.442941
 46421   -0.2769  -705385.694126  -705381.401971
 46422   -0.2948  -705339.017130  -705332.013903
 46423   -0.3465  -705224.815170  -705218.905416
 46424   -0.3234  -705356.997122  -705351.531934
 46425   -0.3741  -705651.289753  -705646.220552
 46426   -0.2793  -705492.318863  -705489.174625
 46427   -0.4956  -705439.355424  -705435.932638
 46428   -0.4374  -705474.655642  -705471.920733
 46429   -0.4150  -704956.461925  -704951.532698
 46430   -0.3459  -705260.485763  -705256.709816
 46431   -0.3904  -705588.256680  -705584.418784
 46432   -0.3301  -705478.351551  -705470.519657
 46433   -0.3282  -705719.962196  -705715.107995
 46434   -0.2407  -705295.822880  -705293.039457
 46435   -0.4413  -705212.849347  -705209.368110
 46436   -0.3858  -705630.076580  -705625.270414
 46437   -0.4230  -705433.774144  -705427.353417
 46438   -0.4314  -705358.165020  -705356.426374
 46439   -0.2868  -705074.584089  -705071.077446
 46440   -0.3448  -705384.415325  -705381.666672
 46441   -0.4231  -705212.179787  -705203.754848
 46442   -0.4114  -705696.800163  -705685.289141
 46443   -0.3127  -705464.457511  -705455.764144
 46444   -0.3923  -705447.455598  -705438.728739
 46445   -0.3063  -705478.902348  -705468.230921
 46446   -0.4196  -705159.115315  -705152.598651
 46447   -0.4850  -705691.443505  -705688.940360
 46448   -0.3259  -705407.012029  -705397.650862
 46449   -0.4954  -705437.315767  -705433.628647
 46450   -0.3569  -705526.528325  -705517.815717
 46451   -0.2549  -705516.502181  -705510.230188
 46452   -0.2869  -705453.577053  -705448.434251
 46453   -0.3888  -705408.055876  -705401.940273
 46454   -0.3043  -705643.855123  -705640.791443
 46455   -0.3655  -705357.352427  -705349.094465
 46456   -0.3006  -705525.347522  -705515.336880
 46457   -0.3757  -705461.827480  -705448.871343
 46458   -0.4513  -705290.742174  -705284.475083
 46459   -0.3468  -705375.649004  -705365.025392
 46460   -0.3861  -705351.100467  -705336.046926
 46461   -0.3381  -705548.334136  -705544.383422
 46462   -0.4835  -705222.539016  -705215.482217
 46463   -0.3831  -705230.106412  -705219.637238
 46464   -0.4358  -705354.704114  -705346.347280
 46465   -0.2953  -705609.597617  -705603.497782
 46466   -0.3121  -705237.311597  -705229.898452
 46467   -0.3977  -705566.492207  -705556.039461
 46468   -0.4397  -705448.699215  -705440.721123
 46469   -0.2726  -705126.395283  -705118.276769
 46470   -0.4189  -705431.300516  -705420.886870
 46471   -0.3126  -705442.264188  -705432.554110
 46472   -0.4166  -705403.579888  -705395.914800
 46473   -0.3919  -705351.257049  -705343.575677
 46474   -0.3854  -705484.878462  -705476.644092
 46475   -0.3723  -705643.339589  -705633.964386
 46476   -0.3172  -705409.721083  -705400.876423
 46477   -0.4616  -705403.948141  -705395.196278
 46478   -0.4063  -705677.819858  -705672.845732
 46479   -0.3957  -705608.828986  -705598.887040
 46480   -0.3478  -705339.932505  -705325.878068
 46481   -0.4629  -705805.766238  -705796.081098
 46482   -0.2761  -705390.580933  -705378.113379
 46483   -0.4270  -705577.171601  -705571.447678
 46484   -0.4588  -705601.706244  -705590.836241
 46485   -0.4402  -705424.201434  -705411.438493
 46486   -0.3395  -705667.893475  -705661.377864
 46487   -0.4501  -705561.388777  -705548.383283
 46488   -0.3179  -705383.621015  -705370.335318
 46489   -0.2573  -705456.775180  -705445.250345
 46490   -0.4077  -705326.742678  -705320.882301
 46491   -0.4972  -705472.758952  -705466.841596
 46492   -0.3105  -705335.301630  -705332.501499
 46493   -0.2755  -705510.636753  -705508.093698
 46494   -0.3699  -705279.538499  -705278.652913
 46495   -0.3223  -705561.076527  -705553.556737
 46496   -0.2807  -705837.167165  -705832.318345
 46497   -0.3340  -705238.204083  -705232.498391
 46498   -0.3930  -705530.636168  -705522.179488
 46499   -0.2840  -705611.737228  -705606.077389
 46500   -0.3326  -705538.121981  -705532.643307
 46501   -0.2266  -705297.050829  -705290.611159
 46502   -0.2877  -705268.130651  -705260.971635
 46503   -0.2727  -705432.185857  -705422.480040
 46504   -0.3194  -705414.239918  -705406.988336
 46505   -0.2587  -705519.649449  -705516.174782
 46506   -0.3626  -705406.686364  -705397.320157
 46507   -0.2787  -705541.870574  -705535.599194
 46508   -0.3877  -705531.691220  -705527.092217
 46509   -0.3175  -705198.736255  -705190.752307
 46510   -0.4542  -705683.146668  -705676.501803
 46511   -0.4001  -705317.485427  -705307.847806
 46512   -0.3547  -705631.293959  -705625.159032
 46513   -0.2907  -705445.593167  -705440.844250
 46514   -0.4455  -705572.815021  -705563.035284
 46515   -0.2639  -705182.375006  -705174.822939
 46516   -0.2768  -705543.958509  -705538.688058
 46517   -0.2071  -705520.792926  -705513.171296
 46518   -0.3532  -705194.701334  -705190.228297
 46519   -0.4107  -705480.259859  -705474.526976
 46520   -0.3907  -705418.333486  -705413.690595
 46521   -0.2859  -705375.740389  -705369.217980
 46522   -0.4028  -705258.716066  -705255.836833
 46523   -0.2837  -705478.334035  -705472.886633
 46524   -0.3025  -705274.005981  -705267.050735
 46525   -0.2461  -705328.971714  -705323.691419
 46526   -0.2660  -705357.009330  -705352.170757
 46527   -0.2935  -705250.181509  -705243.979117
 46528   -0.4281  -705682.124440  -705674.717507
 46529   -0.3636  -705292.721511  -705283.229507
 46530   -0.4147  -705276.346633  -705272.242443
 46531   -0.4069  -705658.017837  -705653.042247
 46532   -0.2881  -705350.773995  -705342.561025
 46533   -0.5007  -705555.124609  -705548.887277
 46534   -0.2611  -705429.321157  -705422.011132
 46535   -0.2711  -705396.221518  -705392.331765
 46536   -0.3842  -705402.914241  -705394.579649
 46537   -0.4972  -705365.277366  -705360.319440
 46538   -0.4640  -705345.265295  -705343.000576
 46539   -0.5247  -705512.711839  -705505.051683
 46540   -0.4708  -705389.677826  -705383.924352
 46541   -0.4159  -705461.533479  -705454.847767
 46542   -0.3987  -705382.719089  -705375.434955
 46543   -0.2773  -705557.038930  -705551.981215
 46544   -0.3027  -705426.015753  -705420.107874
 46545   -0.3654  -705409.754531  -705400.375103
 46546   -0.5636  -705719.227168  -705714.139226
 46547   -0.1886  -705150.992498  -705142.857598
 46548   -0.3923  -705536.760442  -705532.415454
 46549   -0.3852  -705216.280427  -705209.609729
 46550   -0.3924  -705425.529841  -705419.635603
 46551   -0.3646  -705587.765577  -705579.998579
 46552   -0.3023  -705475.601923  -705468.007989
 46553   -0.2332  -705484.966659  -705469.350735
 46554   -0.3381  -705632.444974  -705622.639898
 46555   -0.3134  -705483.704552  -705477.593101
 46556   -0.3183  -705467.987279  -705464.526032
 46557   -0.3965  -705310.725540  -705304.389382
 46558   -0.3449  -705218.443273  -705212.707317
 46559   -0.4900  -705185.181998  -705178.070630
 46560   -0.3770  -705200.369734  -705192.548395
 46561   -0.3027  -705220.278182  -705216.797678
 46562   -0.3992  -705231.846377  -705224.558152
 46563   -0.4150  -705400.724226  -705394.306334
 46564   -0.5227  -705433.027728  -705428.602569
 46565   -0.3791  -705509.525256  -705499.127782
 46566   -0.3858  -705378.034697  -705370.278962
 46567   -0.3407  -705517.179963  -705507.853615
 46568   -0.3536  -705623.974037  -705616.122656
 46569   -0.2634  -705262.213857  -705252.991831
 46570   -0.4281  -704991.857168  -704981.699290
 46571   -0.3014  -705587.341186  -705575.419424
 46572   -0.3476  -705295.421271  -705289.013821
 46573   -0.3130  -705346.615709  -705339.780278
 46574   -0.3063  -705157.667018  -705149.663754
 46575   -0.3409  -705470.074329  -705465.894108
 46576   -0.4588  -705416.610693  -705410.336061
 46577   -0.3748  -705609.993315  -705603.150413
 46578   -0.4336  -705549.654648  -705540.299717
 46579   -0.3270  -705382.325323  -705376.118237
 46580   -0.4006  -704938.313371  -704931.782117
 46581   -0.3999  -705466.851527  -705461.438299
 46582   -0.3788  -705023.826380  -705015.811798
 46583   -0.4598  -705549.811234  -705535.940770
 46584   -0.3337  -705381.543061  -705373.331302
 46585   -0.3759  -705308.805617  -705302.745786
 46586   -0.4334  -705177.730557  -705170.038799
 46587   -0.4177  -705049.389364  -705043.642773
 46588   -0.3131  -705300.530938  -705288.313879
 46589   -0.4383  -705349.896614  -705342.715739
 46590   -0.3663  -705159.069038  -705152.702838
 46591   -0.3859  -705196.658947  -705185.033379
 46592   -0.2739  -705480.220417  -705473.430444
 46593   -0.3917  -705475.465025  -705467.990271
 46594   -0.3043  -705217.348666  -705209.333668
 46595   -0.3966  -705604.868810  -705595.874289
 46596   -0.3370  -705752.700299  -705744.732389
 46597   -0.2920  -705212.124828  -705202.688882
 46598   -0.3210  -705264.882535  -705258.916866
 46599   -0.3452  -705362.557887  -705356.852851
 46600   -0.2865  -705240.399268  -705231.252196
 46601   -0.2817  -705424.275060  -705417.638330
 46602   -0.4993  -705242.946195  -705236.695373
 46603   -0.2396  -705352.953975  -705348.069268
 46604   -0.3140  -705367.113410  -705357.498224
 46605   -0.3927  -705346.899242  -705343.036134
 46606   -0.3413  -705422.094331  -705418.674697
 46607   -0.4457  -705301.085472  -705296.673323
 46608   -0.3811  -704996.224121  -704989.930890
 46609   -0.3509  -705058.998599  -705049.351638
 46610   -0.3673  -705003.152727  -704991.845057
 46611   -0.3804  -705586.382228  -705574.784055
 46612   -0.3538  -705219.786451  -705208.820430
 46613   -0.3095  -705243.236741  -705235.813421
 46614   -0.3323  -705515.905323  -705510.343091
 46615   -0.4337  -705076.602971  -705068.459198
 46616   -0.2647  -705296.048323  -705285.542481
 46617   -0.3281  -705399.579872  -705390.865705
 46618   -0.3276  -705295.478858  -705287.905434
 46619   -0.3257  -705207.102913  -705198.039558
 46620   -0.3276  -705318.988901  -705310.459212
 46621   -0.3659  -705263.833268  -705255.246014
 46622   -0.2895  -705291.643625  -705287.129275
 46623   -0.2762  -705295.305718  -705289.955090
 46624   -0.4369  -705658.628164  -705652.416374
 46625   -0.3154  -705009.291137  -705000.845845
 46626   -0.3164  -705498.284621  -705486.880986
 46627   -0.3487  -705319.865132  -705316.093216
 46628   -0.3345  -705281.514391  -705272.676049
 46629   -0.4259  -705106.486086  -705096.596872
 46630   -0.3165  -705484.791889  -705471.695916
 46631   -0.3956  -705287.956170  -705283.145538
 46632   -0.4631  -705197.897728  -705193.604875
 46633   -0.4174  -705217.902006  -705212.214133
 46634   -0.3893  -705166.208656  -705159.756361
 46635   -0.4340  -705202.122623  -705195.139209
 46636   -0.3076  -705549.454687  -705539.593205
 46637   -0.3884  -705345.204834  -705334.961240
 46638   -0.4573  -705377.890125  -705372.003292
 46639   -0.3669  -705195.479708  -705190.688734
 46640   -0.3436  -705631.421311  -705618.937219
 46641   -0.4115  -705247.067043  -705242.036960
 46642   -0.5315  -705555.133390  -705548.390674
 46643   -0.4558  -705645.094668  -705640.025409
 46644   -0.4214  -705291.640833  -705288.220423
 46645   -0.3294  -705488.530694  -705480.220086
 46646   -0.2673  -705196.083873  -705190.534563
 46647   -0.3447  -705243.458863  -705239.022184
 46648   -0.2800  -705328.884483  -705317.606842
 46649   -0.2430  -704980.040215  -704969.729871
 46650   -0.3463  -705413.848406  -705408.490139
 46651   -0.4254  -705275.835348  -705269.255979
 46652   -0.4057  -705363.412426  -705361.026924
 46653   -0.3775  -705459.135685  -705448.972868
 46654   -0.4599  -705241.010222  -705232.352859
 46655   -0.4668  -705490.497643  -705484.291490
 46656   -0.4613  -705300.045355  -705291.274994
 46657   -0.3369  -705269.675669  -705260.520435
 46658   -0.4536  -705328.091539  -705319.270381
 46659   -0.4245  -705379.008710  -705372.941452
 46660   -0.3416  -705283.652763  -705282.474143
 46661   -0.3741  -705548.640714  -705542.793392
 46662   -0.2905  -705184.133835  -705178.277338
 46663   -0.4135  -704993.364434  -704985.811375
 46664   -0.4409  -705186.763334  -705174.282754
 46665   -0.4672  -705324.034190  -705316.706219
 46666   -0.5032  -705225.371225  -705221.359375
 46667   -0.3530  -705235.087855  -705228.393511
 46668   -0.3886  -705386.948820  -705380.060613
 46669   -0.4728  -705263.625320  -705254.619731
 46670   -0.3920  -705199.438725  -705192.260365
 46671   -0.4030  -705321.146997  -705309.542600
 46672   -0.3928  -705108.353050  -705103.258651
 46673   -0.2928  -705301.246152  -705292.833426
 46674   -0.2766  -705248.296380  -705243.171402
 46675   -0.4267  -705173.914998  -705165.063381
 46676   -0.4651  -705049.273418  -705038.617927
 46677   -0.2708  -705273.110550  -705258.699801
 46678   -0.2117  -705463.732878  -705453.535853
 46679   -0.3306  -705409.514547  -705402.592901
 46680   -0.3213  -705552.536344  -705543.486521
 46681   -0.3073  -705570.140171  -705560.345533
 46682   -0.2752  -705568.518681  -705558.202767
 46683   -0.3893  -705160.822138  -705156.394556
 46684   -0.3128  -705545.411012  -705536.445592
 46685   -0.4305  -705163.180108  -705155.042826
 46686   -0.4131  -705542.007902  -705534.665018
 46687   -0.3882  -705044.189051  -705037.164576
 46688   -0.4563  -705793.572596  -705788.710658
 46689   -0.3977  -705549.433853  -705543.755958
 46690   -0.2229  -704882.245206  -704875.881329
 46691   -0.3320  -705259.291744  -705251.922600
 46692   -0.3482  -705435.021457  -705428.877407
 46693   -0.4908  -705196.064633  -705190.986536
 46694   -0.3242  -705455.692650  -705452.221417
 46695   -0.2901  -705621.550022  -705615.367718
 46696   -0.3039  -705413.136882  -705404.691839
 46697   -0.4360  -705419.342917  -705406.373099
 46698   -0.3641  -705448.981506  -705439.637717
 46699   -0.3650  -705398.323445  -705384.271162
 46700   -0.3327  -705378.199513  -705370.492168
 46701   -0.3695  -705275.934589  -705270.758764
 46702   -0.3080  -705304.801421  -705298.833272
 46703   -0.4180  -705220.111799  -705215.164455
 46704   -0.3854  -705493.600749  -705488.825138
 46705   -0.4186  -705563.488668  -705556.167721
 46706   -0.2207  -705181.472183  -705174.139817
 46707   -0.3387  -705391.769886  -705383.876542
 46708   -0.4256  -705446.186733  -705441.359521
 46709   -0.4086  -705363.688639  -705357.761052
 46710   -0.4150  -705470.950196  -705461.978676
 46711   -0.3359  -705322.431897  -705309.209420
 46712   -0.3476  -705299.576187  -705291.297911
 46713   -0.3325  -705529.608275  -705521.841457
 46714   -0.3752  -705778.747054  -705771.495407
 46715   -0.2985  -705209.219691  -705197.951799
 46716   -0.3014  -705145.326339  -705139.126790
 46717   -0.2973  -705394.813885  -705389.298202
 46718   -0.4008  -705611.108973  -705599.789393
 46719   -0.2978  -705389.450643  -705380.416802
 46720   -0.3225  -705466.053601  -705457.905945
 46721   -0.4691  -705323.391831  -705316.292877
 46722   -0.3418  -705389.584544  -705383.929634
 46723   -0.3708  -705263.991292  -705255.439738
 46724   -0.2550  -705371.523038  -705368.324875
 46725   -0.3876  -705148.362344  -705140.909716
 46726   -0.4560  -705193.011689  -705181.684857
 46727   -0.3179  -705245.494404  -705241.045513
 46728   -0.4146  -705095.215246  -705087.853823
 46729   -0.4424  -704971.754348  -704958.221278
 46730   -0.2730  -705157.574062  -705150.578468
 46731   -0.2737  -705311.194033  -705305.806394
 46732   -0.3381  -705212.495962  -705205.007284
 46733   -0.1972  -705447.945603  -705442.900942
 46734   -0.3968  -705418.519586  -705414.118660
 46735   -0.4061  -705239.139849  -705233.786770
 46736   -0.3466  -705008.249928  -704999.207060
 46737   -0.3599  -705138.997049  -705130.071461
 46738   -0.3758  -705241.863712  -705237.542303
 46739   -0.3374  -705449.249308  -705441.174008
 46740   -0.3591  -705686.245674  -705676.950030
 46741   -0.2300  -705256.842043  -705246.444286
 46742   -0.4614  -705337.282314  -705331.368787
 46743   -0.2467  -705540.036514  -705532.520890
 46744   -0.2941  -705395.169467  -705391.285537
 46745   -0.3117  -705314.525890  -705308.317585
 46746   -0.3898  -705510.149646  -705500.131440
 46747   -0.3937  -705515.584164  -705506.178671
 46748   -0.2938  -705307.635725  -705298.441833
 46749   -0.3738  -705396.166796  -705390.820030
 46750   -0.1640  -705431.733780  -705424.711787
 46751   -0.2744  -705437.563443  -705430.598189
 46752   -0.4012  -705490.174963  -705484.648110
 46753   -0.2550  -705368.927459  -705362.954350
 46754   -0.3414  -705240.757379  -705231.362029
 46755   -0.3389  -705703.678815  -705692.206224
 46756   -0.2997  -705233.035642  -705225.731274
 46757   -0.3370  -704944.771386  -704934.918573
 46758   -0.3505  -705735.500291  -705724.858732
 46759   -0.3676  -705564.053587  -705553.482631
 46760   -0.3321  -705137.825038  -705124.699244
 46761   -0.2944  -705333.986520  -705327.105471
 46762   -0.3157  -705299.913685  -705283.764457
 46763   -0.2845  -705318.896962  -705304.037779
 46764   -0.3351  -705237.916627  -705232.180776
 46765   -0.3542  -705004.563972  -704997.409721
 46766   -0.4365  -705439.021654  -705430.672795
 46767   -0.4044  -705513.274851  -705502.684814
 46768   -0.2574  -705088.310985  -705072.110636
 46769   -0.3127  -705268.174427  -705253.871629
 46770   -0.3915  -705473.277136  -705462.610818
 46771   -0.3609  -705519.755450  -705510.455638
 46772   -0.3822  -705268.492090  -705261.691075
 46773   -0.3083  -705625.739557  -705613.402414
 46774   -0.2666  -705013.068714  -705001.991484
 46775   -0.2355  -705701.826633  -705691.654638
 46776   -0.4426  -705140.495720  -705131.590178
