 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 44758   -0.6303  -698369.205488  -698365.299951
 44759   -0.4146  -698216.029368  -698215.470843
 44760   -0.6036  -698207.198812  -698197.812808
 44761   -0.6674  -698330.945944  -698329.074399
 44762   -0.6638  -698176.892598  -698174.618825
 44763   -0.7012  -698088.058281  -698082.253389
 44764   -0.4864  -698177.569522  -698174.776311
 44765   -0.4836  -697996.743000  -697990.994300
 44766   -0.7249  -698196.670971  -698193.118354
 44767   -0.5903  -698065.067375  -698058.775661
 44768   -0.5252  -698521.024100  -698517.038452
 44769   -0.5652  -698354.366944  -698344.622561
 44770   -0.5398  -698153.526920  -698149.294267
 44771   -0.6852  -698109.498517  -698105.300180
 44772   -0.6339  -698180.176476  -698175.042199
 44773   -0.5720  -698163.017256  -698159.769945
 44774   -0.5902  -698315.065030  -698312.064159
 44775   -0.6336  -698191.522150  -698186.278704
 44776   -0.5150  -698139.412692  -698130.477702
 44777   -0.5882  -697977.233896  -697974.511434
 44778   -0.6337  -698207.064284  -698199.895924
 44779   -0.5504  -698143.661385  -698140.333147
 44780   -0.5425  -698217.621414  -698215.419779
 44781   -0.5982  -698237.919744  -698233.394290
 44782   -0.7091  -697859.084692  -697854.455247
 44783   -0.5218  -698181.112810  -698174.706363
 44784   -0.6274  -698411.065267  -698409.680068
 44785   -0.5857  -698244.035845  -698243.983102
 44786   -0.6151  -698377.214480  -698375.232261
 44787   -0.5362  -698258.611571  -698255.298130
 44788   -0.7008  -698392.510363  -698387.028469
 44789   -0.6198  -698364.072266  -698358.620959
 44790   -0.5811  -698090.483614  -698088.742898
 44791   -0.4752  -698322.429588  -698320.204250
 44792   -0.5219  -698520.249364  -698515.704097
 44793   -0.4232  -698205.155645  -698204.043978
 44794   -0.6427  -698267.886105  -698262.799592
 44795   -0.6772  -698643.655386  -698643.102886
 44796   -0.5545  -698425.851849  -698422.098776
 44797   -0.6053  -698444.569472  -698440.501492
 44798   -0.4791  -698507.416960  -698504.778204
 44799   -0.5011  -698087.913407  -698083.616542
 44800   -0.6294  -698211.233605  -698205.402755
 44801   -0.6341  -698299.348597  -698297.515519
 44802   -0.5675  -698090.201324  -698084.747898
 44803   -0.5459  -698106.323333  -698104.367369
 44804   -0.4596  -698249.288320  -698247.098046
 44805   -0.5415  -698360.034758  -698356.607224
 44806   -0.6048  -698291.630657  -698290.465367
 44807   -0.4786  -698197.904840  -698189.271495
 44808   -0.6248  -698442.820177  -698439.371152
 44809   -0.6147  -698042.534436  -698040.564861
 44810   -0.5134  -698340.767815  -698336.548360
 44811   -0.7130  -698121.900861  -698119.701931
 44812   -0.6459  -697929.473890  -697926.971283
 44813   -0.5471  -697838.458020  -697829.872375
 44814   -0.6021  -698098.933712  -698095.187210
 44815   -0.5080  -698197.220731  -698194.457384
 44816   -0.6323  -698051.884871  -698046.207835
 44817   -0.7848  -698425.071756  -698415.190555
 44818   -0.6331  -698572.997505  -698566.449107
 44819   -0.6446  -698457.061704  -698450.036825
 44820   -0.5502  -697990.650578  -697985.623248
 44821   -0.5496  -698363.862836  -698356.727709
 44822   -0.5118  -698121.518827  -698117.954895
 44823   -0.6318  -697962.448526  -697958.586487
 44824   -0.5200  -697736.277139  -697728.434607
 44825   -0.4864  -698132.699456  -698126.703589
 44826   -0.4321  -698335.713519  -698328.783691
 44827   -0.5230  -698041.853377  -698033.980209
 44828   -0.6257  -698275.033833  -698274.623601
 44829   -0.7075  -698372.976900  -698368.529061
 44830   -0.5727  -698210.564657  -698207.923125
 44831   -0.3928  -698046.905902  -698041.267765
 44832   -0.5442  -698124.997519  -698116.011745
 44833   -0.5828  -698197.319114  -698190.155011
 44834   -0.5086  -698149.693547  -698143.646602
 44835   -0.5962  -698271.993125  -698263.887565
 44836   -0.5205  -698053.655790  -698050.578505
 44837   -0.5019  -697943.868110  -697941.678247
 44838   -0.6182  -697936.328444  -697930.902895
 44839   -0.6870  -697778.155238  -697769.220852
 44840   -0.5697  -698221.264915  -698214.666745
 44841   -0.4859  -698088.157998  -698086.824763
 44842   -0.6604  -698292.548064  -698287.000378
 44843   -0.6568  -697830.811223  -697825.957400
 44844   -0.5790  -698335.430260  -698332.962385
 44845   -0.6313  -697989.161241  -697983.413287
 44846   -0.4831  -697941.936976  -697937.106289
 44847   -0.7651  -697972.936895  -697968.986989
 44848   -0.4995  -698067.892508  -698059.843307
 44849   -0.7382  -698007.338067  -698001.442244
 44850   -0.4446  -698101.836632  -698096.351878
 44851   -0.6626  -698191.235565  -698185.836358
 44852   -0.6606  -698102.220164  -698090.988183
 44853   -0.5884  -697880.996834  -697868.098046
 44854   -0.7079  -698236.731151  -698231.346373
 44855   -0.6289  -698173.154305  -698166.908227
 44856   -0.5879  -698216.368050  -698213.428109
 44857   -0.5040  -698246.851134  -698242.282135
 44858   -0.6226  -697976.153065  -697964.556956
 44859   -0.7776  -698149.703264  -698139.970920
 44860   -0.5912  -698106.103260  -698100.574499
 44861   -0.6439  -697980.796766  -697977.478683
 44862   -0.5838  -698224.719114  -698220.118112
 44863   -0.5048  -697939.002560  -697928.654819
 44864   -0.7893  -698144.773487  -698140.688460
 44865   -0.5535  -697996.202919  -697991.246754
 44866   -0.4664  -698084.748237  -698078.680318
 44867   -0.4888  -698491.646923  -698482.060922
 44868   -0.4374  -698075.420759  -698071.618796
 44869   -0.4705  -698431.745828  -698428.560349
 44870   -0.6266  -698357.658898  -698355.314669
 44871   -0.6254  -698438.697720  -698432.505070
 44872   -0.6439  -697967.944988  -697964.322951
 44873   -0.5761  -698187.036351  -698181.267759
 44874   -0.5625  -698014.101935  -698006.248668
 44875   -0.5157  -698076.472350  -698069.418815
 44876   -0.6878  -697948.037412  -697944.140931
 44877   -0.6572  -697887.318357  -697881.526096
 44878   -0.5954  -698190.309928  -698183.661369
 44879   -0.5907  -698061.953408  -698057.503187
 44880   -0.6480  -698207.717138  -698204.840106
 44881   -0.5675  -698084.515356  -698078.853104
 44882   -0.6136  -698155.520786  -698152.006602
 44883   -0.6037  -698365.304687  -698362.405286
 44884   -0.4215  -698156.007361  -698152.780164
 44885   -0.5559  -697959.904652  -697957.628444
 44886   -0.5783  -697966.012739  -697962.815722
 44887   -0.6799  -698060.117072  -698053.473126
 44888   -0.5701  -697874.554037  -697869.752374
 44889   -0.4936  -698016.164210  -698012.501770
 44890   -0.5810  -697816.482832  -697808.735128
 44891   -0.7414  -697847.250740  -697844.368574
 44892   -0.6249  -698159.338509  -698154.412192
 44893   -0.5594  -698098.750254  -698096.510921
 44894   -0.4981  -698391.920830  -698388.909312
 44895   -0.6810  -698096.967195  -698091.877498
 44896   -0.6377  -698135.851795  -698132.020405
 44897   -0.6500  -698132.242449  -698125.232052
 44898   -0.4934  -698080.227380  -698074.998297
 44899   -0.5963  -697993.045494  -697986.942456
 44900   -0.5723  -697886.233534  -697880.183674
 44901   -0.6267  -698192.180740  -698185.427069
 44902   -0.5502  -698090.923709  -698090.711701
 44903   -0.5499  -698150.175815  -698144.688796
 44904   -0.7286  -698148.790621  -698143.372604
 44905   -0.4383  -698311.168359  -698309.787078
 44906   -0.6832  -698333.207041  -698331.412624
 44907   -0.6802  -698459.279870  -698453.979134
 44908   -0.4786  -698246.575788  -698240.861633
 44909   -0.6467  -698124.469022  -698120.654965
 44910   -0.6030  -698212.603989  -698206.749557
 44911   -0.7108  -698284.601745  -698280.544560
 44912   -0.5925  -698214.838832  -698206.123548
 44913   -0.5782  -698266.781561  -698263.781281
 44914   -0.7040  -698232.264560  -698228.825135
 44915   -0.5011  -698008.440959  -697999.155641
 44916   -0.5364  -697931.335103  -697928.055606
 44917   -0.6215  -697989.466547  -697981.185858
 44918   -0.6530  -698078.415708  -698071.289879
 44919   -0.6939  -698154.268139  -698148.641285
 44920   -0.6255  -698418.844154  -698412.519254
 44921   -0.6481  -698036.459811  -698031.782358
 44922   -0.5885  -697925.211999  -697919.502093
 44923   -0.5635  -697911.537739  -697906.707708
 44924   -0.6436  -697816.435142  -697811.901507
 44925   -0.6849  -698264.346547  -698259.346263
 44926   -0.7542  -698120.032515  -698120.112374
 44927   -0.6694  -698411.471425  -698408.807868
 44928   -0.5446  -698162.835657  -698156.710166
 44929   -0.6604  -698161.953259  -698158.158319
 44930   -0.7518  -698132.007237  -698128.753374
 44931   -0.6626  -698318.073626  -698315.940242
 44932   -0.6279  -698280.135731  -698279.058544
 44933   -0.5857  -697996.617591  -697987.243210
 44934   -0.5856  -698365.453194  -698365.562293
 44935   -0.6219  -698131.746914  -698128.128039
 44936   -0.5752  -698101.527832  -698098.183590
 44937   -0.5276  -698077.862187  -698074.384613
 44938   -0.6232  -698125.537100  -698122.847717
 44939   -0.5228  -698180.780365  -698177.278295
 44940   -0.5351  -698055.408263  -698054.913451
 44941   -0.6704  -698134.300059  -698131.686282
 44942   -0.5426  -698143.732841  -698137.769811
 44943   -0.5821  -698304.696971  -698298.801091
 44944   -0.5423  -698146.996742  -698145.936240
 44945   -0.6676  -698119.212856  -698115.923277
 44946   -0.7331  -698271.669431  -698271.024032
 44947   -0.5374  -698349.163623  -698345.780844
 44948   -0.5420  -698487.297340  -698483.154704
 44949   -0.5593  -698041.337015  -698035.921519
 44950   -0.5785  -698078.274895  -698072.868039
 44951   -0.6508  -698376.819671  -698370.683947
 44952   -0.5823  -698168.488930  -698167.096655
 44953   -0.5843  -697936.036127  -697934.365073
 44954   -0.5666  -698173.854739  -698172.175610
 44955   -0.5580  -698082.558679  -698080.460834
 44956   -0.5812  -698049.022167  -698041.337682
 44957   -0.5651  -697993.465789  -697988.495437
 44958   -0.5931  -698415.128810  -698409.888458
 44959   -0.6438  -698098.665763  -698094.301364
 44960   -0.6743  -698201.528390  -698200.131486
 44961   -0.6014  -698089.938432  -698084.311857
 44962   -0.5036  -698214.173771  -698210.757214
 44963   -0.6347  -698307.210016  -698305.086252
 44964   -0.5482  -698077.709244  -698072.632141
 44965   -0.6173  -698228.795374  -698225.926592
 44966   -0.6361  -698030.315144  -698025.702624
 44967   -0.5486  -698023.904308  -698017.946200
 44968   -0.5660  -698323.671088  -698316.996336
 44969   -0.5934  -698225.651686  -698219.898537
 44970   -0.4189  -697975.211456  -697970.568945
 44971   -0.3941  -698131.420150  -698128.799588
 44972   -0.5769  -698408.104929  -698403.149172
 44973   -0.7743  -698251.062712  -698243.124450
 44974   -0.7736  -698188.075989  -698181.564311
 44975   -0.5116  -697911.213995  -697906.522074
 44976   -0.5410  -698245.551234  -698237.964074
 44977   -0.5337  -698368.274092  -698362.395936
 44978   -0.5892  -698000.091558  -697995.097767
 44979   -0.5797  -698206.101147  -698201.711965
 44980   -0.6057  -698026.916838  -698018.258306
 44981   -0.7072  -698442.117519  -698434.510840
 44982   -0.5363  -698152.061652  -698147.723906
 44983   -0.5974  -698147.512445  -698140.222838
 44984   -0.6415  -698029.044659  -698022.826598
 44985   -0.5524  -698386.749496  -698381.568887
 44986   -0.7389  -698020.805388  -698015.283089
 44987   -0.6087  -698273.337292  -698266.969382
 44988   -0.4733  -698550.800652  -698545.998898
 44989   -0.5869  -698127.873510  -698120.232832
 44990   -0.6004  -698341.004135  -698334.927837
 44991   -0.6238  -698423.462973  -698419.506775
 44992   -0.6583  -698498.021440  -698487.511643
 44993   -0.6968  -698409.980685  -698404.318375
 44994   -0.7453  -698382.388405  -698375.340342
 44995   -0.5550  -698234.204922  -698228.932972
 44996   -0.5307  -698277.442426  -698270.600164
 44997   -0.6635  -698189.656114  -698185.413977
 44998   -0.4028  -698049.688581  -698040.925494
 44999   -0.5262  -698052.537733  -698049.924912
 45000   -0.7135  -698281.881376  -698271.905182
 45001   -0.4737  -698401.555575  -698398.197112
 45002   -0.4143  -698614.028891  -698611.091360
 45003   -0.4714  -698206.025294  -698205.135836
 45004   -0.5555  -698453.233900  -698449.652476
 45005   -0.5467  -698194.695574  -698192.296728
 45006   -0.6154  -698484.834644  -698481.709352
 45007   -0.5007  -698470.199671  -698464.546159
 45008   -0.3263  -698727.558897  -698722.893490
 45009   -0.3630  -698673.243585  -698670.349484
 45010   -0.4088  -698489.408073  -698483.333225
 45011   -0.4187  -698725.840235  -698724.449356
 45012   -0.5731  -698539.684497  -698536.822990
 45013   -0.2989  -698733.011250  -698728.885410
 45014   -0.3949  -698439.551044  -698433.526672
 45015   -0.4220  -698846.373982  -698844.610344
 45016   -0.4640  -698516.651804  -698515.059717
 45017   -0.4638  -698449.306570  -698444.952472
 45018   -0.4714  -698677.243863  -698674.820098
 45019   -0.3247  -698390.789809  -698386.147626
 45020   -0.3202  -698821.452183  -698817.291356
 45021   -0.4509  -698561.165453  -698558.045544
 45022   -0.4277  -698457.406947  -698454.588143
 45023   -0.5292  -698365.761673  -698363.592987
 45024   -0.3604  -698340.954127  -698336.783992
 45025   -0.4869  -698522.595308  -698518.920043
 45026   -0.4469  -698528.999834  -698524.630421
 45027   -0.3257  -698164.807069  -698161.733460
 45028   -0.5509  -698711.459142  -698709.710908
 45029   -0.4381  -698396.581520  -698394.103629
 45030   -0.5070  -698602.304981  -698598.308969
 45031   -0.4257  -698747.363518  -698743.544572
 45032   -0.3038  -699115.464737  -699114.210908
 45033   -0.4370  -698335.681070  -698331.994941
 45034   -0.4989  -698783.886101  -698776.692101
 45035   -0.3858  -698666.346506  -698660.097263
 45036   -0.4317  -698794.090061  -698790.703525
 45037   -0.3821  -698370.232245  -698366.042904
 45038   -0.5078  -698783.118056  -698777.769247
 45039   -0.2976  -698978.185292  -698972.982677
 45040   -0.2685  -698746.641123  -698742.264116
 45041   -0.6009  -698533.410787  -698530.291180
 45042   -0.5879  -698395.482489  -698393.443908
 45043   -0.5815  -698603.734427  -698598.823726
 45044   -0.4987  -698740.160522  -698737.331905
 45045   -0.5315  -698570.175185  -698567.446429
 45046   -0.4068  -698578.435691  -698575.060097
 45047   -0.3216  -698782.452846  -698777.853543
 45048   -0.4348  -698742.264250  -698743.384440
 45049   -0.4358  -698560.426175  -698555.606287
 45050   -0.3749  -698408.366642  -698407.180355
 45051   -0.4752  -698887.577619  -698883.985069
 45052   -0.4600  -698808.006396  -698805.616632
 45053   -0.4441  -698601.266309  -698598.122400
 45054   -0.4748  -698435.391828  -698433.508785
 45055   -0.4627  -698276.449776  -698268.886194
 45056   -0.4521  -698923.139576  -698919.119470
 45057   -0.3369  -698817.484212  -698813.100600
 45058   -0.4641  -698863.890879  -698861.326835
 45059   -0.5154  -698847.542880  -698847.856506
 45060   -0.3636  -698787.233951  -698784.361951
 45061   -0.4994  -698848.451465  -698842.245377
 45062   -0.3559  -698559.862785  -698559.135355
 45063   -0.3767  -698701.843254  -698697.850900
 45064   -0.3941  -698443.296195  -698439.072912
 45065   -0.4664  -698707.126751  -698698.825780
 45066   -0.3875  -698752.885915  -698749.280709
 45067   -0.5894  -698895.466745  -698889.834762
 45068   -0.5076  -698601.630391  -698598.992848
 45069   -0.4804  -698667.838981  -698661.145061
 45070   -0.4025  -698524.693621  -698520.568122
 45071   -0.3505  -698636.409101  -698632.690635
 45072   -0.4575  -698622.927162  -698620.360266
 45073   -0.4521  -698694.566240  -698691.129516
 45074   -0.3073  -698904.995789  -698902.915137
 45075   -0.4418  -698233.122378  -698231.459368
 45076   -0.4744  -698354.254586  -698351.349769
 45077   -0.2847  -698710.951006  -698709.443448
 45078   -0.4454  -698452.612471  -698448.906350
 45079   -0.3536  -698609.054118  -698603.392603
 45080   -0.4017  -698415.112207  -698407.800513
 45081   -0.4256  -698520.908442  -698518.198657
 45082   -0.3594  -698624.028952  -698621.781733
 45083   -0.3267  -698769.373661  -698766.652767
 45084   -0.5340  -698365.420664  -698365.397512
 45085   -0.2797  -698607.700942  -698605.710947
 45086   -0.4146  -698685.103410  -698679.922957
 45087   -0.4814  -698723.723332  -698720.823080
 45088   -0.4636  -698941.043478  -698937.125849
 45089   -0.4705  -698599.402999  -698599.088052
 45090   -0.4846  -698623.371415  -698617.535592
 45091   -0.4730  -698634.732671  -698631.849774
 45092   -0.4159  -698703.283560  -698697.374012
 45093   -0.5264  -698599.606599  -698593.043234
 45094   -0.4236  -698533.227321  -698530.637947
 45095   -0.5030  -698394.530265  -698392.711346
 45096   -0.5463  -698307.444532  -698304.169730
 45097   -0.3357  -698942.202116  -698938.498228
 45098   -0.4058  -698391.822285  -698386.106579
 45099   -0.4355  -698750.811669  -698748.245670
 45100   -0.3657  -698847.206774  -698843.508644
 45101   -0.4406  -698488.932317  -698487.542749
 45102   -0.4232  -698668.210454  -698663.817578
 45103   -0.2964  -698577.374972  -698573.042375
 45104   -0.4056  -698726.397056  -698723.074614
 45105   -0.3720  -698389.687753  -698382.805012
 45106   -0.6326  -698551.336235  -698551.058398
 45107   -0.3520  -698613.050649  -698611.101554
 45108   -0.4921  -698522.522611  -698518.471272
 45109   -0.5044  -698639.671176  -698637.083515
 45110   -0.5804  -698843.622079  -698839.879007
 45111   -0.4283  -698574.099607  -698570.568295
 45112   -0.4801  -698752.595875  -698746.160859
 45113   -0.3684  -698198.866441  -698196.666393
 45114   -0.4608  -698375.316072  -698372.615372
 45115   -0.3431  -698489.172695  -698486.492503
 45116   -0.5186  -698566.498198  -698564.269600
 45117   -0.4454  -698280.370029  -698277.189556
 45118   -0.4155  -698531.050042  -698529.657780
 45119   -0.3830  -698531.751414  -698529.768431
 45120   -0.2843  -698525.509886  -698524.089098
 45121   -0.4495  -698470.259015  -698467.004431
 45122   -0.3989  -698249.222497  -698246.126171
 45123   -0.4183  -698672.433724  -698670.206695
 45124   -0.3535  -698470.422951  -698466.354649
 45125   -0.4673  -698623.088220  -698618.734411
 45126   -0.3928  -698853.435267  -698849.451762
 45127   -0.4330  -698510.926948  -698505.517141
 45128   -0.5982  -698488.039325  -698483.804650
 45129   -0.3326  -698327.436373  -698325.350842
 45130   -0.4029  -698628.186837  -698624.694365
 45131   -0.2210  -698406.947205  -698401.345048
 45132   -0.5765  -698891.335039  -698889.380995
 45133   -0.4545  -698531.215023  -698527.455919
 45134   -0.3873  -698710.466403  -698708.507371
 45135   -0.4633  -698517.092384  -698514.659395
 45136   -0.4321  -698631.086333  -698629.152288
 45137   -0.2902  -698390.786957  -698386.785788
 45138   -0.5166  -698575.819133  -698570.990823
 45139   -0.5095  -698465.941381  -698464.966343
 45140   -0.4963  -698270.921810  -698268.723951
 45141   -0.5557  -698507.853212  -698502.659668
 45142   -0.5429  -698784.483848  -698779.082234
 45143   -0.3342  -698347.564029  -698345.970647
 45144   -0.5530  -698533.275109  -698527.486014
 45145   -0.3468  -698350.678384  -698349.929885
 45146   -0.4817  -698858.198994  -698853.508602
 45147   -0.5142  -698606.791302  -698603.486922
 45148   -0.4949  -698691.984158  -698687.721852
 45149   -0.5327  -698539.260363  -698538.452274
 45150   -0.4481  -698658.823906  -698656.343432
 45151   -0.2776  -698265.123577  -698263.551059
 45152   -0.4030  -698529.362972  -698526.611298
 45153   -0.4560  -698588.033398  -698584.270320
 45154   -0.4462  -698559.533176  -698554.661627
 45155   -0.4017  -698522.258758  -698520.667443
 45156   -0.4579  -698549.351302  -698545.001730
 45157   -0.4155  -698306.618592  -698302.280417
 45158   -0.4954  -698841.212885  -698834.729107
 45159   -0.4258  -698565.161886  -698563.101786
 45160   -0.3723  -698730.821519  -698729.433137
 45161   -0.3725  -698420.730833  -698416.462479
 45162   -0.4134  -698666.784892  -698664.790440
 45163   -0.3081  -698590.376529  -698585.531897
 45164   -0.4366  -698581.171077  -698578.863536
 45165   -0.4684  -698971.247425  -698967.080220
 45166   -0.2549  -698828.472818  -698825.141255
 45167   -0.4941  -698823.134946  -698821.026210
 45168   -0.3149  -698450.969977  -698446.703188
 45169   -0.4640  -698617.156142  -698614.746639
 45170   -0.3063  -698529.318429  -698529.127500
 45171   -0.4620  -698633.768791  -698632.009091
 45172   -0.4210  -698420.431697  -698418.069896
 45173   -0.3653  -698747.369948  -698745.391929
 45174   -0.4387  -698391.898169  -698389.147978
 45175   -0.4041  -698600.867206  -698595.701716
 45176   -0.4422  -698381.091004  -698379.327834
 45177   -0.4854  -698660.378763  -698656.117752
 45178   -0.4865  -698369.446785  -698367.252609
 45179   -0.3469  -698995.109981  -698988.006506
 45180   -0.5527  -698383.562573  -698382.716598
 45181   -0.5196  -698469.697942  -698465.891182
 45182   -0.4496  -698675.136779  -698671.264446
 45183   -0.4424  -698138.664792  -698135.750125
 45184   -0.5000  -698752.074826  -698749.806177
 45185   -0.4674  -698619.241700  -698621.126630
 45186   -0.5014  -698582.378042  -698580.668585
 45187   -0.2960  -698647.620721  -698644.916054
 45188   -0.5920  -698479.723545  -698477.585799
 45189   -0.6388  -698791.809282  -698789.639868
 45190   -0.3991  -698643.798997  -698640.568045
 45191   -0.5165  -698571.074439  -698564.937949
 45192   -0.2862  -698434.794484  -698430.456589
 45193   -0.3392  -698588.772345  -698585.740876
 45194   -0.2796  -698504.563179  -698500.974951
 45195   -0.4729  -698571.383292  -698568.569178
 45196   -0.4119  -698754.035362  -698749.475085
 45197   -0.5185  -698662.460801  -698661.415478
 45198   -0.3390  -698429.658202  -698426.555761
 45199   -0.5042  -698754.016965  -698753.198219
 45200   -0.4215  -698481.619344  -698477.719087
 45201   -0.3366  -698350.813033  -698349.226866
 45202   -0.3312  -698495.990505  -698490.758538
 45203   -0.5195  -698579.733177  -698577.883964
 45204   -0.4637  -698638.289350  -698636.044605
 45205   -0.3910  -698439.272840  -698436.068388
 45206   -0.4460  -698713.757646  -698711.210115
 45207   -0.4311  -698466.073990  -698463.502616
 45208   -0.2800  -698474.729958  -698473.308713
 45209   -0.5511  -698468.267852  -698463.569911
 45210   -0.4887  -698280.702320  -698278.967885
 45211   -0.3174  -698602.371575  -698600.345248
 45212   -0.4497  -698552.746586  -698549.486582
 45213   -0.3810  -698463.881952  -698459.490235
 45214   -0.4756  -698368.179031  -698363.867430
 45215   -0.4475  -698431.066545  -698428.261309
 45216   -0.4154  -698623.399463  -698622.505737
 45217   -0.3708  -698290.575437  -698286.102915
 45218   -0.2633  -698485.742678  -698481.503179
 45219   -0.3214  -698539.395712  -698535.615628
 45220   -0.3249  -698675.744627  -698669.318423
 45221   -0.5003  -698606.161612  -698599.791224
 45222   -0.3760  -698730.383974  -698728.213743
 45223   -0.5010  -698527.852908  -698526.315444
 45224   -0.3392  -698513.037566  -698509.302323
 45225   -0.3706  -698821.423804  -698816.347572
 45226   -0.4605  -698697.332946  -698692.037774
 45227   -0.2261  -698390.039066  -698387.774766
 45228   -0.5710  -698469.406011  -698464.917889
 45229   -0.4572  -698713.325702  -698705.577119
 45230   -0.4520  -698344.807346  -698342.333019
 45231   -0.4276  -698592.217181  -698589.925745
 45232   -0.3649  -698599.845548  -698596.130654
 45233   -0.3235  -698366.186022  -698362.274891
 45234   -0.3489  -698437.439628  -698434.448858
 45235   -0.4179  -698736.337387  -698734.929907
 45236   -0.3898  -698532.370418  -698529.826788
 45237   -0.4901  -698491.129527  -698488.196060
 45238   -0.2939  -698412.380354  -698410.247279
 45239   -0.3665  -698426.286824  -698422.451677
 45240   -0.3931  -698456.807564  -698451.973741
 45241   -0.5886  -698363.610707  -698357.762656
 45242   -0.4086  -698721.078384  -698717.155107
 45243   -0.4640  -698666.090199  -698664.207419
 45244   -0.5514  -698515.059807  -698513.293634
 45245   -0.4879  -698689.339355  -698684.713832
 45246   -0.4128  -698827.879608  -698823.904166
 45247   -0.3746  -698231.257538  -698230.472049
 45248   -0.3233  -698492.581129  -698490.315764
 45249   -0.4481  -698373.594210  -698372.042858
 45250   -0.3987  -698545.703503  -698542.498063
 45251   -0.4999  -698035.923674  -698030.471576
 45252   -0.4698  -698458.105026  -698457.169615
 45253   -0.3668  -698774.040977  -698772.017392
 45254   -0.3246  -698105.144394  -698104.403561
 45255   -0.3541  -698649.555722  -698646.142528
 45256   -0.3767  -698341.745301  -698337.105986
 45257   -0.4832  -698485.965257  -698481.760220
 45258   -0.3812  -698694.488428  -698689.044731
 45259   -0.3507  -698321.231857  -698317.696036
 45260   -0.5296  -698367.982258  -698362.078655
 45261   -0.3169  -698487.699374  -698483.717334
 45262   -0.3165  -698587.712124  -698587.087555
 45263   -0.4491  -698541.526372  -698539.076897
 45264   -0.5109  -698335.060723  -698329.782866
 45265   -0.4554  -698379.927797  -698372.691409
 45266   -0.3343  -698627.172108  -698623.246320
 45267   -0.5361  -698661.743020  -698657.890438
 45268   -0.3950  -698136.086614  -698132.900317
 45269   -0.4072  -698487.853854  -698486.514766
 45270   -0.4087  -698257.359030  -698250.807262
 45271   -0.3060  -698312.795672  -698310.774487
 45272   -0.4608  -698205.459397  -698202.356763
 45273   -0.4317  -698241.442966  -698241.267026
 45274   -0.4104  -698417.706647  -698415.472270
 45275   -0.3915  -698481.584020  -698478.456907
 45276   -0.3918  -698653.867039  -698651.476705
 45277   -0.3897  -698615.633230  -698610.692957
 45278   -0.4683  -698308.760328  -698304.742388
 45279   -0.3495  -698645.807283  -698643.668111
 45280   -0.4791  -698742.873396  -698739.345387
 45281   -0.1605  -698256.708346  -698254.085917
 45282   -0.1750  -698698.134964  -698695.355181
 45283   -0.2087  -698425.731514  -698421.593696
 45284   -0.0561  -698598.323253  -698595.897147
 45285   -0.1929  -698646.382496  -698641.751617
 45286   -0.3602  -698454.747449  -698451.050385
 45287   -0.3898  -698583.409259  -698581.562756
 45288   -0.3260  -698429.492820  -698424.801561
 45289   -0.5861  -698402.653253  -698398.748985
 45290   -0.3878  -698617.806341  -698613.867758
 45291   -0.4812  -698228.069426  -698225.540124
 45292   -0.4469  -698590.897967  -698589.152526
 45293   -0.2946  -698744.479372  -698740.453976
 45294   -0.3301  -698606.078942  -698602.572886
 45295   -0.4026  -698465.369324  -698461.868655
 45296   -0.4043  -698524.841551  -698520.362250
 45297   -0.4150  -698498.088391  -698496.878248
 45298   -0.3018  -698633.405456  -698628.025099
 45299   -0.6657  -698779.819052  -698775.775286
 45300   -0.5100  -698469.433214  -698467.218321
 45301   -0.4856  -698401.805754  -698399.019829
 45302   -0.5067  -698768.932660  -698763.425453
 45303   -0.2884  -698644.841557  -698639.535405
 45304   -0.5661  -698600.191213  -698593.507802
 45305   -0.3250  -698708.047211  -698704.914578
 45306   -0.5706  -698391.947468  -698390.033062
 45307   -0.3739  -698646.786685  -698643.237825
 45308   -0.3837  -698475.862033  -698470.127708
 45309   -0.5972  -698745.428158  -698743.566450
 45310   -0.4714  -698605.546069  -698602.310802
 45311   -0.3409  -698697.675376  -698698.495679
 45312   -0.4496  -698696.574976  -698694.641007
 45313   -0.6179  -698677.814673  -698674.405775
 45314   -0.4726  -698374.913725  -698371.087079
 45315   -0.4397  -698492.129771  -698490.115691
 45316   -0.3531  -698487.525721  -698488.687305
 45317   -0.3896  -698464.672851  -698463.878382
 45318   -0.5036  -698645.934643  -698642.939929
 45319   -0.4155  -698711.312839  -698704.969915
 45320   -0.4648  -698734.048606  -698730.085941
 45321   -0.5007  -698817.605845  -698816.968892
 45322   -0.3378  -698691.716325  -698690.667774
 45323   -0.4149  -698742.135796  -698738.433451
 45324   -0.4539  -698316.012958  -698310.874526
 45325   -0.2947  -698382.928988  -698377.846504
 45326   -0.3621  -698451.516320  -698446.358309
 45327   -0.4504  -698470.622740  -698468.045298
 45328   -0.3684  -698956.439808  -698951.434184
 45329   -0.3218  -698543.233352  -698540.846230
 45330   -0.4507  -698634.443421  -698628.780139
 45331   -0.3831  -698416.062589  -698412.178506
 45332   -0.3844  -698496.741173  -698491.740771
 45333   -0.4338  -698533.640898  -698529.857000
 45334   -0.5555  -698626.529818  -698623.570109
 45335   -0.4206  -698537.645064  -698535.319808
 45336   -0.3707  -698348.294769  -698344.152165
 45337   -0.5662  -698681.760766  -698675.913463
 45338   -0.4623  -698534.363211  -698533.363892
