 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 13182   -0.0112  -698082.622602  -698080.560719
 13183   -0.0104  -698173.406880  -698168.869509
 13184    0.0338  -698299.107358  -698297.841080
 13185   -0.0900  -698232.870446  -698230.310821
 13186    0.0825  -698396.611130  -698393.480717
 13187    0.0719  -697998.499252  -697994.089993
 13188    0.1198  -698434.558812  -698429.421733
 13189   -0.0637  -698230.314276  -698223.964956
 13190   -0.0620  -698046.546434  -698042.092943
 13191   -0.0109  -698477.833576  -698473.596870
 13192   -0.0590  -698539.365521  -698536.709157
 13193   -0.0227  -698314.723315  -698309.625140
 13194   -0.0266  -698347.868740  -698344.538427
 13195   -0.0135  -698405.887255  -698403.040429
 13196   -0.0142  -698057.028597  -698053.964988
 13197    0.0232  -698290.005520  -698286.413208
 13198    0.0785  -697880.875512  -697878.416818
 13199   -0.0436  -698162.132098  -698156.899572
 13200    0.0667  -698447.920684  -698441.154526
 13201    0.0672  -698390.872188  -698386.017454
 13202   -0.0515  -698067.152114  -698063.276485
 13203   -0.1668  -698036.848326  -698031.342929
 13204    0.1912  -698065.090104  -698061.501733
 13205    0.0079  -698094.136588  -698089.276730
 13206    0.1410  -698215.076526  -698209.031918
 13207    0.0128  -698057.935272  -698053.529468
 13208    0.0367  -698033.174106  -698025.954054
 13209   -0.0145  -698204.807556  -698200.664450
 13210   -0.0266  -698249.646326  -698245.414487
 13211    0.0443  -697811.961736  -697806.317248
 13212   -0.0848  -698007.370716  -698001.345225
 13213   -0.0120  -698070.575682  -698066.552170
 13214    0.1171  -698347.055136  -698341.037236
 13215   -0.0455  -697997.518285  -697991.348422
 13216   -0.0662  -697902.654915  -697898.027363
 13217    0.0169  -698163.053242  -698156.779578
 13218    0.0444  -698249.665881  -698243.938799
 13219    0.0349  -697959.040310  -697954.611544
 13220   -0.0843  -698471.742064  -698465.547786
 13221    0.0168  -698139.145651  -698135.706755
 13222    0.0506  -698080.019581  -698074.779309
 13223   -0.0049  -698059.334773  -698054.102867
 13224    0.0246  -698120.565012  -698116.668255
 13225   -0.0293  -698238.446394  -698232.021789
 13226   -0.0677  -698432.715182  -698425.502717
 13227    0.0031  -698171.369485  -698166.169579
 13228   -0.1298  -698206.281356  -698201.372212
 13229    0.0743  -698536.767298  -698533.014589
 13230   -0.0546  -698148.459727  -698142.679283
 13231    0.0468  -698009.064549  -698006.825752
 13232    0.0558  -698358.528846  -698353.222873
 13233   -0.0244  -698088.429603  -698084.934888
 13234   -0.0569  -697950.571670  -697948.781970
 13235   -0.0562  -698230.071240  -698226.882869
 13236   -0.0099  -698109.973550  -698106.070453
 13237   -0.0084  -698468.079032  -698461.440317
 13238   -0.0603  -698448.409274  -698442.022588
 13239   -0.0029  -697764.323402  -697758.771556
 13240    0.0174  -698105.743056  -698100.538573
 13241   -0.0456  -697830.964822  -697826.994538
 13242   -0.0402  -698279.219599  -698271.475512
 13243    0.0381  -698405.788014  -698399.460698
 13244   -0.0359  -698199.978729  -698194.765148
 13245    0.0406  -698074.022656  -698067.736019
 13246    0.0039  -697946.541742  -697945.539569
 13247    0.0824  -698070.789203  -698064.943610
 13248   -0.0641  -698166.387718  -698164.465448
 13249   -0.0324  -698025.384617  -698019.109462
 13250    0.0100  -697978.541777  -697974.634232
 13251    0.0076  -698161.070781  -698157.928280
 13252    0.0231  -698198.583435  -698195.874714
 13253   -0.0636  -698165.100742  -698159.437573
 13254   -0.1255  -698186.982234  -698183.641012
 13255    0.0074  -698271.259913  -698265.392629
 13256    0.0641  -697862.227195  -697858.102133
 13257    0.0165  -698352.448018  -698348.770650
 13258   -0.0057  -698039.998614  -698038.580191
 13259    0.1178  -698104.999004  -698097.950536
 13260   -0.1921  -698276.788686  -698270.548710
 13261    0.0807  -698075.901987  -698069.785726
 13262   -0.0901  -698046.571430  -698041.413623
 13263    0.1337  -697853.556586  -697852.209345
 13264   -0.0226  -698305.818966  -698303.376912
 13265    0.1323  -698132.234480  -698126.018654
 13266   -0.0667  -698550.843194  -698547.193583
 13267   -0.0263  -698196.016158  -698189.170635
 13268    0.0409  -698099.281776  -698093.149707
 13269   -0.0060  -698365.950060  -698360.807021
 13270   -0.0490  -697981.795239  -697977.802035
 13271   -0.0207  -698127.385982  -698121.269720
 13272    0.0502  -697977.387222  -697972.254186
 13273    0.0343  -698328.038217  -698324.750216
 13274   -0.0445  -698166.913989  -698161.841109
 13275   -0.0215  -698145.594624  -698139.272182
 13276    0.0363  -698248.680990  -698241.048238
 13277   -0.0269  -698083.433382  -698076.465240
 13278    0.0663  -698104.462178  -698098.485055
 13279    0.0161  -698048.505553  -698045.201079
 13280    0.0272  -698033.456259  -698026.565052
 13281    0.0149  -698294.109684  -698289.082620
 13282    0.0208  -698178.054867  -698172.160565
 13283   -0.0951  -698225.813140  -698224.790605
 13284    0.0516  -698127.993682  -698124.958524
 13285   -0.1195  -697928.009365  -697922.788635
 13286   -0.0047  -698222.470355  -698215.628804
 13287    0.0385  -698153.901813  -698148.676905
 13288    0.0493  -698155.621517  -698151.999621
 13289    0.0779  -698107.092592  -698101.165513
 13290    0.0396  -698247.422291  -698237.525537
 13291    0.0810  -698265.183598  -698258.835867
 13292    0.0524  -698066.060280  -698058.686768
 13293    0.0274  -698310.534595  -698303.508488
 13294    0.0695  -697909.928608  -697906.432139
 13295    0.0658  -698172.816739  -698166.068736
 13296   -0.0603  -698212.977995  -698207.776811
 13297    0.0083  -698326.746418  -698319.708792
 13298    0.0774  -698129.751940  -698126.292452
 13299   -0.0698  -697967.197459  -697962.096505
 13300    0.0123  -698135.984205  -698129.475514
 13301   -0.1162  -698033.671876  -698026.338266
 13302    0.0385  -698107.299738  -698100.231136
 13303   -0.0569  -698062.279868  -698059.020197
 13304    0.1108  -697899.779081  -697891.913023
 13305   -0.1245  -698221.985728  -698217.642389
 13306   -0.0396  -698458.476660  -698454.431776
 13307    0.0231  -697928.202826  -697922.801610
 13308    0.0151  -698058.880587  -698053.214504
 13309   -0.0155  -698335.207368  -698328.664068
 13310   -0.0007  -698143.632191  -698137.906250
 13311    0.0514  -698237.507674  -698230.080590
 13312   -0.0069  -698028.809734  -698025.176470
 13313    0.0242  -697952.771292  -697946.019500
 13314   -0.0072  -698108.150905  -698099.912574
 13315   -0.0290  -698252.429780  -698246.573337
 13316    0.0092  -698233.793285  -698229.254198
 13317   -0.0022  -698459.561549  -698450.085729
 13318    0.0291  -698237.093420  -698232.187818
 13319    0.0021  -698123.075124  -698120.270668
 13320   -0.0781  -698137.508682  -698133.852299
 13321    0.0324  -698313.355327  -698310.309043
 13322    0.0685  -698039.341815  -698033.070683
 13323    0.0739  -697932.168360  -697928.284623
 13324   -0.0348  -698063.641954  -698057.000519
 13325    0.0755  -698085.233182  -698078.456056
 13326   -0.0508  -698188.624432  -698182.995411
 13327    0.1080  -698081.090997  -698077.140487
 13328   -0.0971  -697856.326681  -697852.218230
 13329   -0.0244  -698282.064359  -698276.619715
 13330    0.0336  -698346.272661  -698339.146382
 13331   -0.0271  -697853.812742  -697846.756790
 13332   -0.0910  -698271.983286  -698266.276375
 13333   -0.0406  -698072.978413  -698065.275828
 13334    0.0027  -698170.513600  -698162.358410
 13335    0.0167  -698045.623090  -698040.139400
 13336   -0.0323  -698257.696712  -698249.867381
 13337    0.1260  -698514.200460  -698507.848162
 13338    0.0058  -698020.990877  -698015.179051
 13339   -0.0849  -697784.963695  -697776.365010
 13340   -0.0120  -697945.793404  -697939.738248
 13341   -0.0927  -698229.284700  -698223.464072
 13342    0.1229  -698468.665774  -698463.890977
 13343   -0.0121  -698098.062793  -698093.003942
 13344    0.1324  -698118.835126  -698113.897391
 13345   -0.0717  -697955.061951  -697952.654003
 13346    0.0819  -698254.245454  -698248.222233
 13347   -0.0666  -698200.957076  -698196.218294
 13348    0.1321  -698094.326455  -698090.736328
 13349   -0.0401  -698028.092914  -698022.627236
 13350    0.0950  -698480.789968  -698475.399770
 13351    0.0199  -698437.776439  -698433.419319
 13352   -0.0302  -698196.703424  -698191.920237
 13353   -0.0151  -698234.964324  -698229.862285
 13354    0.0211  -697843.449115  -697838.892612
 13355    0.0944  -698418.895069  -698414.575229
 13356    0.0017  -698343.946467  -698338.434460
 13357    0.0351  -698292.910147  -698287.568791
 13358    0.0233  -697872.381237  -697870.845893
 13359    0.0083  -698244.757812  -698241.453557
 13360    0.0206  -698179.959649  -698172.342558
 13361    0.0828  -698189.458466  -698184.696805
 13362    0.0176  -697898.299656  -697891.744652
 13363   -0.0028  -698412.927367  -698408.792892
 13364   -0.0166  -698433.006371  -698428.729002
 13365    0.0212  -698142.411481  -698141.328824
 13366    0.0254  -697964.982592  -697961.123132
 13367   -0.0010  -698412.167282  -698405.654172
 13368   -0.0413  -697867.857976  -697861.335454
 13369    0.0529  -698063.470528  -698058.917042
 13370   -0.0420  -697964.566912  -697960.443109
 13371    0.0008  -697854.120940  -697848.523040
 13372    0.0140  -698052.213886  -698045.852174
 13373   -0.1151  -697934.249977  -697927.676823
 13374   -0.0314  -697717.615035  -697711.708166
 13375   -0.0209  -698216.215023  -698210.447572
 13376    0.0439  -698102.863735  -698099.976825
 13377   -0.0443  -697996.601699  -697992.130247
 13378    0.0404  -698437.765202  -698434.466573
 13379    0.0403  -698053.101275  -698046.926972
 13380   -0.0888  -698276.610720  -698269.013657
 13381    0.0422  -698095.643816  -698086.300007
 13382   -0.0326  -697976.209117  -697971.999442
 13383   -0.0874  -697881.428383  -697877.450118
 13384   -0.0497  -698038.236890  -698034.116950
 13385   -0.0168  -697677.072732  -697670.970153
 13386   -0.0171  -698108.870908  -698101.167582
 13387    0.0333  -698249.452225  -698243.217241
 13388    0.0085  -698169.309676  -698167.332323
 13389    0.0648  -698097.995270  -698095.098398
 13390    0.0436  -698224.429190  -698220.973312
 13391   -0.0641  -698611.118293  -698607.519985
 13392   -0.0813  -698485.770377  -698479.121526
 13393    0.0160  -698320.978702  -698315.838811
 13394   -0.0302  -698264.057070  -698256.881978
 13395   -0.0329  -698134.464635  -698130.723634
 13396    0.0892  -698118.240035  -698114.634663
 13397   -0.1226  -698169.043087  -698162.590084
 13398    0.1187  -698146.402645  -698142.438812
 13399   -0.0728  -698180.855979  -698175.478171
 13400   -0.0433  -698583.814080  -698581.703649
 13401    0.0135  -698350.175153  -698342.741766
 13402    0.0018  -698144.045175  -698139.144271
 13403   -0.0822  -698396.399522  -698389.407815
 13404   -0.0665  -698213.224314  -698208.355775
 13405    0.1071  -698259.070396  -698254.422821
 13406    0.0460  -697999.762656  -697992.665690
 13407   -0.0868  -698218.989480  -698213.377246
 13408   -0.0437  -698451.552305  -698447.469196
 13409    0.0894  -698159.770569  -698154.976146
 13410   -0.0909  -698637.411973  -698630.955501
 13411    0.0179  -698175.477234  -698170.646090
 13412    0.0578  -697718.696902  -697712.947966
 13413    0.0359  -698557.347817  -698551.726337
 13414   -0.1331  -698198.635892  -698192.845749
 13415    0.0317  -698153.960637  -698149.023284
 13416    0.0429  -698176.705997  -698170.854449
 13417    0.0103  -698244.119071  -698237.505816
 13418   -0.0936  -698270.553125  -698264.923970
 13419    0.0620  -697999.573426  -697993.086096
 13420    0.0260  -698206.289882  -698202.343058
 13421    0.0395  -698314.454268  -698309.438642
 13422    0.0863  -698104.156592  -698098.775065
 13423    0.0345  -698022.649860  -698017.686196
 13424   -0.0027  -698304.147803  -698299.932416
 13425    0.0911  -698338.731271  -698335.676778
 13426    0.0925  -698121.594284  -698118.311689
 13427   -0.0150  -698228.706332  -698222.518650
 13428   -0.0723  -698300.159606  -698292.234120
 13429    0.1425  -698055.609925  -698050.701236
 13430    0.0239  -698084.739064  -698079.841005
 13431   -0.0440  -697794.088192  -697789.081350
 13432    0.0005  -697963.624210  -697962.128366
 13433    0.0444  -697944.664834  -697939.923418
 13434    0.0825  -698263.642336  -698257.052623
 13435    0.0689  -697960.328491  -697953.605116
 13436    0.0315  -698311.119920  -698306.961828
 13437    0.1052  -698115.299172  -698106.833409
 13438   -0.0131  -697918.319119  -697907.922347
 13439    0.0523  -698257.413710  -698249.011810
 13440   -0.0019  -698369.302191  -698362.280126
 13441    0.0143  -698061.077421  -698053.783105
 13442    0.0202  -698401.732631  -698393.205266
 13443    0.0503  -698382.072010  -698372.742188
 13444    0.0738  -698284.326253  -698275.454016
 13445   -0.0431  -698463.787202  -698457.434482
 13446    0.1250  -698044.223816  -698038.684215
 13447   -0.0029  -698065.766318  -698059.159733
 13448   -0.0120  -698370.889110  -698365.357120
 13449   -0.0438  -698220.183604  -698209.980637
 13450    0.0817  -698293.961732  -698286.982463
 13451    0.0454  -698239.231392  -698233.166038
 13452    0.0143  -698143.917408  -698139.190915
 13453    0.0130  -698326.802387  -698321.027820
 13454   -0.0004  -698152.533735  -698146.459011
 13455    0.0081  -698139.743003  -698133.710617
 13456    0.1381  -698056.153146  -698050.435330
 13457   -0.0413  -698405.737129  -698395.716167
 13458    0.0385  -698048.944019  -698043.953621
 13459   -0.0503  -698335.777946  -698327.588477
 13460    0.0509  -698371.527503  -698363.476414
 13461    0.0091  -698033.760396  -698030.948117
 13462    0.0434  -698422.007482  -698416.644875
 13463   -0.0396  -698220.209110  -698213.967382
 13464    0.0748  -698252.896853  -698249.191461
 13465   -0.0831  -698518.181040  -698515.689625
 13466   -0.0731  -698098.342423  -698091.220354
 13467    0.0313  -698231.753898  -698224.908092
 13468    0.0788  -698230.729719  -698226.027638
 13469    0.0154  -698505.329250  -698499.998911
 13470    0.0680  -698205.370995  -698200.120205
 13471   -0.0700  -698562.935586  -698553.762885
 13472    0.0449  -698509.605712  -698504.694736
 13473    0.0900  -698265.153614  -698259.150835
 13474   -0.0339  -698069.647966  -698064.316247
 13475   -0.0425  -698496.691789  -698489.001580
 13476   -0.1502  -698460.776951  -698453.898368
 13477    0.0187  -698328.654296  -698322.364443
 13478    0.0275  -698289.299171  -698282.761406
 13479    0.0081  -698464.244980  -698457.969123
 13480   -0.0017  -698457.418495  -698452.049197
 13481    0.0922  -698463.589705  -698458.549548
 13482    0.0870  -698091.575527  -698083.934957
 13483    0.0324  -698480.418500  -698472.888145
 13484    0.0212  -698344.949888  -698336.098706
 13485    0.0734  -698373.535641  -698365.685882
 13486    0.0499  -698206.407653  -698200.989183
 13487    0.0046  -698215.192218  -698206.495054
 13488    0.1173  -698470.378734  -698464.153172
 13489    0.0036  -698167.908634  -698161.791528
 13490   -0.0516  -698036.500158  -698032.463949
 13491   -0.0513  -698418.405402  -698411.378741
 13492   -0.0460  -698288.844639  -698280.023944
 13493    0.0323  -698195.284655  -698189.897192
 13494   -0.0745  -698246.066419  -698238.958934
 13495    0.0795  -698041.277521  -698033.261610
 13496   -0.0677  -698175.264682  -698171.529743
 13497    0.0392  -698220.836576  -698216.613686
 13498    0.0635  -698079.099610  -698071.782614
 13499   -0.1201  -698172.435640  -698166.387493
 13500   -0.0235  -698448.228032  -698441.103473
 13501   -0.0849  -698349.497198  -698343.948612
 13502    0.0159  -698333.942010  -698331.522270
 13503   -0.1022  -698366.111217  -698360.142807
 13504    0.0846  -698213.148684  -698205.463726
 13505    0.0254  -698369.743344  -698362.877515
 13506   -0.0003  -698533.991467  -698527.042040
 13507    0.0038  -698345.076157  -698340.149391
 13508   -0.0711  -698155.314180  -698147.309574
 13509   -0.0667  -698550.661725  -698542.387540
 13510    0.0333  -698209.170214  -698200.574946
 13511   -0.0804  -698292.044997  -698285.575174
 13512    0.0221  -698448.368137  -698442.377581
 13513   -0.0067  -698287.745387  -698281.362814
 13514    0.0206  -698315.041642  -698309.561531
 13515   -0.0013  -698571.983516  -698565.964562
 13516    0.1215  -698539.778091  -698535.867024
 13517   -0.0665  -698086.678038  -698079.654681
 13518    0.0607  -698185.706911  -698182.014378
 13519   -0.0803  -698403.960726  -698397.014808
 13520   -0.1241  -698235.260281  -698226.488882
 13521    0.0296  -698365.218883  -698359.260599
 13522    0.0185  -698312.813381  -698307.221406
 13523   -0.1062  -698280.135807  -698275.006003
 13524    0.0554  -698423.123107  -698418.311708
 13525   -0.0288  -698236.979516  -698229.669247
 13526    0.0973  -698339.226210  -698334.860580
 13527   -0.0080  -698230.653116  -698224.669711
 13528   -0.0311  -698674.485320  -698668.917523
 13529   -0.0012  -698132.312050  -698125.133243
 13530   -0.0481  -698221.966439  -698217.037411
 13531   -0.0368  -698353.224127  -698347.858118
 13532   -0.0970  -698233.190129  -698227.148140
 13533    0.0077  -698321.081459  -698319.121551
 13534   -0.0103  -698370.536870  -698369.398388
 13535    0.1420  -698224.914664  -698221.676633
 13536    0.0403  -698281.039228  -698278.151858
 13537    0.0818  -698293.117883  -698289.397780
 13538   -0.1213  -698535.581497  -698532.318093
 13539   -0.0743  -698357.449972  -698354.402929
 13540    0.1056  -698216.237784  -698211.260703
 13541   -0.0556  -698380.164735  -698372.579632
 13542   -0.0358  -698428.117449  -698422.216460
 13543    0.0210  -698406.739972  -698400.318606
 13544   -0.0229  -698153.922696  -698146.260436
 13545   -0.0409  -698337.041644  -698331.749222
 13546    0.0139  -698127.932166  -698121.499581
 13547    0.0257  -698116.872965  -698110.747042
 13548   -0.0092  -698442.107297  -698438.306963
 13549   -0.0164  -698500.369051  -698494.554661
 13550    0.0543  -698063.010616  -698057.962284
 13551   -0.0328  -698416.907633  -698411.251821
 13552   -0.0681  -698365.687411  -698361.303243
 13553   -0.0492  -698461.487405  -698455.795249
 13554   -0.0110  -698469.767756  -698463.731434
 13555    0.0652  -698333.075419  -698325.751067
 13556   -0.1129  -698325.694868  -698318.951860
 13557    0.0012  -698264.200461  -698260.765104
 13558    0.0809  -698482.674000  -698476.450014
 13559    0.0206  -698547.831234  -698541.727068
 13560   -0.0023  -698083.094659  -698076.170877
 13561    0.0062  -698510.692982  -698503.654535
 13562   -0.0490  -698331.272905  -698324.021390
 13563    0.0375  -698507.658901  -698502.132245
 13564   -0.0981  -698408.080808  -698400.632162
 13565   -0.0331  -697980.017290  -697972.702253
 13566   -0.0079  -698543.983064  -698537.812578
 13567    0.0061  -698523.775963  -698518.207101
 13568    0.0254  -698358.116568  -698351.513081
 13569    0.0539  -698326.290420  -698319.565717
 13570    0.0243  -698341.069442  -698335.157499
 13571   -0.0020  -698420.682685  -698416.307597
 13572   -0.0221  -698299.648436  -698293.012656
 13573   -0.0287  -697944.951893  -697939.672914
 13574    0.0609  -698533.525014  -698526.038871
 13575    0.0151  -698617.360217  -698613.493280
 13576    0.0635  -698150.125783  -698143.983453
 13577   -0.0206  -698483.441577  -698481.003454
 13578    0.0011  -698381.116419  -698375.933339
 13579    0.0253  -698525.448775  -698520.544862
 13580    0.0413  -698296.603901  -698291.044060
 13581    0.0440  -698587.610311  -698580.625815
 13582    0.0122  -698325.917614  -698316.080141
 13583   -0.0269  -698437.372552  -698428.116493
 13584    0.0484  -698442.489905  -698436.412146
 13585    0.0632  -698160.975781  -698154.764717
 13586   -0.0505  -698440.619092  -698433.149907
 13587   -0.0224  -698528.849104  -698522.775996
 13588    0.0492  -698722.381392  -698717.906944
 13589    0.0607  -698151.231308  -698142.459138
 13590   -0.0143  -698333.389082  -698328.920902
 13591    0.0782  -698506.164429  -698502.515123
 13592   -0.0127  -698360.826996  -698354.686210
 13593   -0.0468  -698392.905908  -698384.910816
 13594    0.0306  -698707.430625  -698701.201968
 13595    0.1636  -698403.439891  -698397.192729
 13596    0.0121  -698432.072259  -698426.775328
 13597    0.0409  -698163.286312  -698157.509781
 13598   -0.0031  -698482.089161  -698474.750063
 13599    0.0815  -698267.598647  -698265.428777
 13600   -0.0736  -698583.698570  -698579.862331
 13601    0.0388  -698646.667632  -698641.696168
 13602   -0.0117  -698398.807271  -698393.247419
 13603    0.0767  -698431.836620  -698426.359800
 13604   -0.0323  -698224.073621  -698216.012979
 13605   -0.0359  -698411.986384  -698405.936439
 13606   -0.0703  -698574.037840  -698566.544485
 13607    0.0250  -698371.368669  -698366.046166
 13608   -0.0113  -698519.226248  -698512.676377
 13609   -0.0369  -698577.406799  -698573.761277
 13610    0.0056  -698299.721000  -698295.341948
 13611    0.0110  -698309.144946  -698307.145086
 13612    0.0547  -698190.676336  -698187.866688
 13613   -0.0267  -698351.775089  -698346.010178
 13614    0.0487  -698560.784878  -698554.789606
 13615    0.0900  -698513.008526  -698509.273953
 13616    0.0760  -698458.581890  -698454.273160
 13617    0.0462  -698338.634305  -698334.665453
 13618   -0.0142  -698242.608078  -698237.947351
 13619   -0.0993  -698234.196041  -698230.617881
 13620   -0.0265  -698425.850926  -698418.972869
 13621   -0.1331  -698468.853618  -698463.980245
 13622    0.0110  -698373.079781  -698368.521454
 13623   -0.0071  -698534.405919  -698530.601030
 13624    0.0286  -698278.176703  -698273.798923
 13625    0.0108  -698156.942534  -698152.273503
 13626    0.0445  -698217.910433  -698212.176707
 13627   -0.0276  -698337.992608  -698333.367063
 13628   -0.0413  -698295.839291  -698289.433392
 13629   -0.0004  -698335.690439  -698331.437156
 13630    0.0911  -698216.857959  -698211.365178
 13631    0.0626  -698375.592383  -698369.842382
 13632   -0.1232  -698165.384259  -698156.658423
 13633   -0.0903  -698344.797553  -698339.250039
 13634    0.1518  -698256.001651  -698251.335774
 13635    0.0105  -698144.280471  -698137.913404
 13636   -0.0635  -698526.583819  -698518.521441
 13637   -0.0328  -698278.769100  -698270.822924
 13638   -0.0232  -698196.487890  -698188.879069
 13639    0.0462  -698322.928451  -698318.597831
 13640   -0.1367  -698417.220450  -698408.811852
 13641   -0.0303  -698131.254674  -698126.643478
 13642   -0.0967  -698425.383217  -698420.535724
 13643    0.0742  -698173.887459  -698171.638810
 13644   -0.0911  -698357.268592  -698353.792641
 13645   -0.0152  -698158.016602  -698151.629858
 13646   -0.0071  -698009.153136  -698004.672924
 13647   -0.0987  -698367.214624  -698362.390184
 13648    0.0360  -698057.962568  -698054.816340
 13649   -0.0944  -698243.151710  -698235.199661
 13650    0.0837  -698485.302991  -698482.627099
 13651   -0.0877  -698369.250110  -698366.724727
 13652   -0.0161  -698223.705087  -698220.256536
 13653    0.0308  -698311.483354  -698306.410592
 13654    0.0897  -698311.464045  -698304.659522
 13655   -0.0719  -698469.045954  -698465.169390
 13656   -0.0034  -698124.986094  -698118.213996
 13657   -0.0105  -698128.141914  -698121.790537
 13658    0.0825  -698359.111513  -698355.464081
 13659    0.1716  -698236.796935  -698231.273375
 13660   -0.0686  -698161.288571  -698155.695599
 13661    0.0698  -698297.847588  -698291.913173
 13662   -0.0276  -698405.210532  -698399.143871
 13663    0.0250  -698433.461350  -698430.621727
 13664   -0.0838  -698216.022585  -698211.756313
 13665    0.0632  -698433.669492  -698429.113806
 13666   -0.1196  -698243.878861  -698240.526539
 13667    0.1906  -698284.948798  -698282.668543
 13668    0.1532  -698314.940608  -698307.314474
 13669   -0.0093  -698322.672388  -698318.787031
 13670    0.0290  -698287.435534  -698278.227598
 13671    0.0427  -698379.691430  -698374.712170
 13672    0.0279  -698527.452761  -698522.878999
 13673    0.0550  -698123.252309  -698120.106907
 13674   -0.0877  -698246.007301  -698239.159919
 13675   -0.0208  -698410.989215  -698406.126853
 13676    0.0043  -698459.155603  -698455.428892
 13677   -0.0002  -698390.494685  -698384.485927
 13678    0.0482  -698356.068530  -698352.042776
 13679    0.0019  -698153.056527  -698146.192024
 13680    0.0029  -697967.657837  -697962.639697
 13681    0.0170  -698167.355017  -698158.305264
 13682    0.1331  -698418.925700  -698412.272826
 13683   -0.0536  -698132.270113  -698124.852952
 13684    0.0457  -698304.748047  -698302.206573
 13685    0.0097  -698344.116215  -698339.579565
 13686    0.0335  -698217.488958  -698214.762874
 13687    0.0738  -698141.456123  -698135.762929
 13688   -0.0219  -698431.420209  -698423.776112
 13689    0.0238  -698301.443624  -698295.675380
 13690   -0.0831  -697788.830656  -697783.209813
 13691    0.1159  -698346.979525  -698341.851147
 13692   -0.0560  -698475.196999  -698469.568551
 13693   -0.0771  -698244.174920  -698235.793738
 13694    0.0710  -698240.801210  -698236.582263
 13695    0.1306  -698367.586842  -698363.196636
 13696    0.1389  -698350.393455  -698346.464728
 13697   -0.0018  -698358.596822  -698351.728468
 13698   -0.0063  -698247.168886  -698242.801434
 13699   -0.0272  -698320.084412  -698315.734652
 13700    0.0393  -698332.653316  -698328.978244
 13701    0.0387  -698228.536150  -698220.647030
 13702    0.0121  -698252.927595  -698249.860459
 13703    0.0218  -698255.997774  -698252.177760
 13704    0.0968  -698324.831234  -698317.851974
 13705   -0.1172  -698147.753061  -698142.685623
 13706    0.0181  -698024.419898  -698019.780131
 13707    0.0142  -698380.635613  -698374.800605
 13708    0.0401  -698387.604477  -698381.744885
 13709   -0.1045  -698274.409537  -698271.797420
 13710    0.0384  -698447.077599  -698443.435306
 13711    0.0257  -698402.799437  -698397.405836
 13712    0.0503  -697970.787983  -697966.218283
 13713    0.0467  -698489.540133  -698482.183410
 13714   -0.0742  -698451.713756  -698447.843109
 13715   -0.0360  -698189.422862  -698188.608905
 13716   -0.0036  -698475.773458  -698469.011479
 13717    0.0016  -698344.055439  -698339.174791
 13718   -0.0335  -698462.887026  -698455.708755
 13719   -0.0515  -698498.109032  -698494.724546
 13720    0.0326  -698138.314489  -698137.051461
 13721    0.1095  -698226.389979  -698223.481225
 13722    0.0829  -698445.432911  -698439.784133
 13723   -0.1462  -698286.640763  -698281.482884
 13724   -0.0602  -698536.584604  -698531.939803
 13725   -0.0082  -698645.011893  -698641.663021
 13726    0.0884  -698215.963393  -698214.251133
 13727    0.0005  -698452.221526  -698448.097337
 13728    0.0847  -697983.037182  -697978.275867
 13729    0.1204  -698405.075679  -698400.008389
 13730   -0.0474  -698261.848890  -698257.530641
 13731    0.0694  -698083.020223  -698077.808881
 13732   -0.0309  -697938.886813  -697932.844483
 13733   -0.0191  -698190.391456  -698186.727427
 13734   -0.0193  -698389.732053  -698384.428095
 13735   -0.0310  -698287.434804  -698281.488072
 13736    0.0550  -698274.373688  -698273.419047
 13737    0.0442  -698335.756213  -698331.165574
 13738    0.0745  -698087.718601  -698080.422343
 13739    0.0126  -698251.290334  -698247.187054
 13740    0.0794  -698114.910862  -698111.144905
 13741   -0.0673  -698010.582290  -698005.937871
 13742   -0.0120  -698256.514911  -698252.839533
 13743   -0.0063  -698117.101813  -698112.663965
 13744   -0.0175  -698009.096779  -698007.577291
 13745   -0.0374  -698410.438484  -698405.425617
 13746    0.0210  -698458.445393  -698453.301803
 13747    0.0003  -698373.526289  -698366.314815
 13748    0.0446  -698503.061733  -698498.986063
 13749    0.0549  -698066.601959  -698062.725748
 13750   -0.0341  -698108.553443  -698104.519934
 13751   -0.0637  -698093.995414  -698091.044343
 13752   -0.0431  -698276.190080  -698269.886600
 13753    0.0609  -698309.952722  -698306.225045
 13754    0.0548  -698502.962174  -698499.081247
 13755   -0.0859  -698614.503649  -698610.537231
 13756   -0.0264  -698487.671247  -698482.658437
 13757    0.0215  -698539.720155  -698537.438778
 13758    0.1436  -698377.594574  -698372.775039
 13759    0.0293  -698151.730270  -698149.175865
 13760   -0.1145  -698396.354583  -698392.049076
 13761    0.0496  -698047.224646  -698043.451188
 13762    0.0527  -698392.352336  -698387.354165
 13763    0.0824  -698559.582772  -698554.114437
 13764   -0.0523  -698415.421787  -698409.526389
 13765    0.0341  -698488.441970  -698482.194064
 13766    0.0624  -698176.741588  -698170.935822
 13767   -0.0948  -698146.787442  -698140.810384
 13768    0.0133  -698163.725452  -698156.760083
 13769   -0.0224  -698318.128467  -698312.151391
 13770    0.0129  -698480.726270  -698476.184475
 13771    0.0876  -698213.553634  -698207.207992
 13772    0.0053  -698381.024183  -698377.125667
 13773    0.0135  -698158.448675  -698152.842223
 13774    0.1499  -698386.951092  -698384.133761
 13775   -0.0612  -698176.512910  -698171.044554
 13776    0.0418  -698190.655025  -698186.841398
