 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 31195   -0.3608  -698176.612603  -698173.148296
 31196   -0.3916  -698157.799876  -698152.262405
 31197   -0.4004  -698424.518651  -698422.111234
 31198   -0.4616  -698575.918131  -698569.597746
 31199   -0.3083  -698432.410051  -698430.114573
 31200   -0.4771  -697921.730261  -697914.949737
 31201   -0.2809  -698219.046865  -698216.296922
 31202   -0.4195  -698426.317823  -698423.091739
 31203   -0.4144  -698171.065118  -698167.497051
 31204   -0.4114  -698365.472452  -698360.303525
 31205   -0.4435  -698144.635598  -698141.175097
 31206   -0.4345  -698511.428522  -698509.801342
 31207   -0.4058  -698375.896643  -698370.418957
 31208   -0.2741  -698084.046050  -698079.087320
 31209   -0.4348  -698755.718834  -698749.804593
 31210   -0.4155  -698397.467608  -698391.761490
 31211   -0.2750  -698204.914068  -698196.633362
 31212   -0.2671  -698428.171264  -698424.896279
 31213   -0.4563  -698346.839447  -698344.092237
 31214   -0.3395  -698443.454438  -698440.734026
 31215   -0.3719  -698478.549749  -698473.410869
 31216   -0.4651  -698244.066449  -698238.786672
 31217   -0.3778  -698436.483329  -698431.867425
 31218   -0.4536  -698247.338404  -698246.508807
 31219   -0.4311  -698657.676069  -698655.411925
 31220   -0.3910  -698774.071113  -698770.193283
 31221   -0.3105  -698272.251017  -698267.088631
 31222   -0.3793  -698421.612967  -698415.959559
 31223   -0.3859  -698598.692547  -698595.755491
 31224   -0.3157  -698335.180599  -698329.816472
 31225   -0.4668  -698485.499941  -698479.951323
 31226   -0.4332  -698487.055766  -698481.135332
 31227   -0.4066  -698078.368781  -698074.653334
 31228   -0.3764  -698203.495350  -698198.442758
 31229   -0.2589  -698327.611116  -698321.905783
 31230   -0.3593  -698419.324227  -698415.582257
 31231   -0.4100  -698145.810227  -698141.343806
 31232   -0.3475  -698443.502370  -698439.153755
 31233   -0.5857  -698326.556605  -698319.654968
 31234   -0.2641  -698239.803071  -698236.315386
 31235   -0.3597  -698443.210146  -698437.313331
 31236   -0.3906  -698207.060608  -698202.193534
 31237   -0.3311  -698477.883775  -698473.339882
 31238   -0.4264  -698477.504618  -698472.186537
 31239   -0.4089  -698245.548045  -698242.990234
 31240   -0.3946  -698497.858425  -698491.300836
 31241   -0.3978  -698248.609791  -698244.203361
 31242   -0.4518  -698200.031414  -698193.648765
 31243   -0.3296  -698245.588421  -698241.765813
 31244   -0.5133  -697931.873746  -697928.509138
 31245   -0.4716  -698365.818216  -698363.002059
 31246   -0.4106  -698155.490008  -698152.942981
 31247   -0.4864  -698574.138193  -698568.960593
 31248   -0.3326  -698356.064836  -698352.719380
 31249   -0.3466  -698281.627021  -698278.352274
 31250   -0.4240  -698182.634845  -698179.912777
 31251   -0.4023  -698409.823014  -698406.905415
 31252   -0.2925  -698384.246912  -698379.228720
 31253   -0.5418  -698194.507773  -698191.006898
 31254   -0.3389  -698459.502753  -698455.275577
 31255   -0.5787  -698307.269398  -698303.832529
 31256   -0.4608  -698293.650813  -698289.104799
 31257   -0.4350  -698288.835269  -698285.590829
 31258   -0.4844  -698273.626485  -698270.024773
 31259   -0.3246  -698208.315585  -698204.232684
 31260   -0.4255  -698292.509801  -698288.924907
 31261   -0.5255  -698123.284237  -698115.304355
 31262   -0.5402  -698567.450539  -698563.477651
 31263   -0.2841  -698238.232208  -698235.533572
 31264   -0.4706  -698188.831431  -698187.390183
 31265   -0.3983  -697981.615489  -697976.798045
 31266   -0.4594  -698272.956333  -698270.037179
 31267   -0.6616  -698371.072577  -698366.176210
 31268   -0.3979  -698430.298194  -698425.475353
 31269   -0.3596  -698093.152237  -698090.543469
 31270   -0.4306  -698546.929721  -698545.523060
 31271   -0.4403  -698187.605471  -698181.851131
 31272   -0.4755  -698460.830698  -698459.208082
 31273   -0.3566  -698596.140932  -698594.636337
 31274   -0.4897  -698386.883844  -698385.993069
 31275   -0.3577  -698159.640192  -698155.895757
 31276   -0.3778  -698343.850328  -698340.204893
 31277   -0.3012  -698543.011889  -698541.719015
 31278   -0.6231  -698017.126028  -698015.545201
 31279   -0.3417  -698236.763529  -698233.901224
 31280   -0.3532  -698421.575387  -698417.861108
 31281   -0.3943  -698190.884000  -698182.625309
 31282   -0.3756  -698412.742498  -698411.705782
 31283   -0.5510  -698420.601998  -698416.835264
 31284   -0.2732  -698469.251251  -698466.877487
 31285   -0.5044  -698351.024231  -698343.544971
 31286   -0.4621  -698368.973962  -698362.625228
 31287   -0.3764  -698063.130740  -698057.673940
 31288   -0.3458  -698313.851972  -698307.938665
 31289   -0.4731  -698436.026385  -698432.080046
 31290   -0.4731  -698247.458109  -698244.112854
 31291   -0.3950  -698434.976792  -698430.907934
 31292   -0.3956  -698279.188812  -698275.773182
 31293   -0.4336  -698094.867750  -698091.359844
 31294   -0.3483  -698263.153881  -698259.567062
 31295   -0.3965  -698098.125511  -698095.257050
 31296   -0.3257  -698355.334553  -698355.203373
 31297   -0.4544  -698196.941425  -698191.163525
 31298   -0.4184  -698313.856266  -698310.552783
 31299   -0.4302  -698273.348061  -698270.980036
 31300   -0.3336  -698112.856802  -698109.674357
 31301   -0.4265  -698368.202255  -698365.011266
 31302   -0.5152  -698339.146238  -698336.040183
 31303   -0.4444  -698151.216086  -698147.968406
 31304   -0.3431  -698164.552408  -698164.426949
 31305   -0.3334  -698383.482649  -698380.880843
 31306   -0.3410  -698181.019825  -698178.511534
 31307   -0.3744  -698395.933623  -698392.550338
 31308   -0.4232  -698337.941796  -698334.420165
 31309   -0.4764  -698272.992574  -698269.689330
 31310   -0.2849  -698347.399612  -698343.377959
 31311   -0.2936  -698443.930982  -698439.219057
 31312   -0.2679  -698437.412559  -698434.006610
 31313   -0.4322  -698270.806101  -698267.667534
 31314   -0.4678  -698469.076709  -698467.264335
 31315   -0.4295  -698030.417487  -698026.243310
 31316   -0.4287  -698332.248786  -698327.596907
 31317   -0.5442  -698405.782395  -698404.703715
 31318   -0.1475  -698361.883944  -698357.079809
 31319   -0.5177  -698519.342906  -698516.105389
 31320   -0.4344  -698270.887821  -698266.321693
 31321   -0.4649  -698301.512072  -698295.604740
 31322   -0.4298  -698289.046273  -698286.393272
 31323   -0.3831  -698555.166936  -698549.325196
 31324   -0.4396  -698326.952254  -698325.303564
 31325   -0.4437  -698057.050257  -698054.490854
 31326   -0.5277  -698408.709829  -698402.176852
 31327   -0.4245  -698455.242140  -698453.927170
 31328   -0.4497  -698708.956331  -698703.677840
 31329   -0.3431  -698202.602743  -698198.641913
 31330   -0.4369  -698505.854658  -698502.216509
 31331   -0.4619  -698290.646641  -698286.094774
 31332   -0.4822  -698342.869202  -698341.072502
 31333   -0.2899  -698266.964375  -698264.924654
 31334   -0.4011  -698255.497061  -698252.848544
 31335   -0.4096  -698266.262652  -698263.416300
 31336   -0.3990  -698336.612391  -698333.699645
 31337   -0.4415  -698137.756053  -698133.948347
 31338   -0.4046  -698408.470116  -698403.196350
 31339   -0.5280  -698792.778753  -698792.475830
 31340   -0.2913  -698164.059005  -698161.381370
 31341   -0.4465  -698316.430231  -698310.751699
 31342   -0.5107  -698452.226126  -698449.273480
 31343   -0.3096  -698410.603290  -698408.496162
 31344   -0.3556  -698476.098644  -698472.179611
 31345   -0.4253  -697911.723911  -697909.554400
 31346   -0.3551  -698526.759652  -698523.891216
 31347   -0.4410  -698387.200512  -698382.778254
 31348   -0.4263  -698509.167403  -698503.963350
 31349   -0.3632  -698490.252403  -698485.697467
 31350   -0.4837  -698446.566418  -698440.945348
 31351   -0.3562  -698523.514588  -698519.838509
 31352   -0.4751  -698386.993102  -698382.377678
 31353   -0.3555  -698514.173701  -698510.744568
 31354   -0.3034  -698594.228567  -698591.665464
 31355   -0.3802  -698600.853851  -698596.852475
 31356   -0.3502  -698317.984330  -698315.483083
 31357   -0.5447  -698535.773574  -698534.084058
 31358   -0.3737  -698493.477338  -698490.966636
 31359   -0.3945  -698446.389081  -698443.956230
 31360   -0.3216  -698488.885267  -698486.731424
 31361   -0.4368  -698481.366847  -698476.210344
 31362   -0.4867  -698466.384507  -698465.067275
 31363   -0.2355  -698406.308689  -698402.843182
 31364   -0.4351  -698489.588862  -698489.101801
 31365   -0.4944  -698762.510123  -698761.768890
 31366   -0.4146  -698577.300344  -698576.367797
 31367   -0.4827  -698382.753621  -698381.836338
 31368   -0.4264  -698364.472211  -698361.513080
 31369   -0.4287  -698194.873419  -698191.531968
 31370   -0.2995  -698507.557873  -698504.433541
 31371   -0.4529  -698541.306058  -698534.754443
 31372   -0.2912  -698141.071617  -698139.123544
 31373   -0.3792  -698621.061566  -698617.542361
 31374   -0.4309  -698283.044781  -698281.726368
 31375   -0.3910  -698250.190165  -698249.233342
 31376   -0.4930  -698311.466720  -698309.050580
 31377   -0.4240  -698433.933456  -698433.851158
 31378   -0.4977  -698398.922279  -698395.740942
 31379   -0.4494  -698498.369475  -698496.903625
 31380   -0.3781  -698191.699481  -698189.739154
 31381   -0.3646  -698522.788780  -698519.731783
 31382   -0.4098  -698644.350202  -698643.826066
 31383   -0.3361  -698524.948232  -698523.409324
 31384   -0.4561  -698582.007573  -698581.497255
 31385   -0.5180  -698404.195259  -698402.489723
 31386   -0.2814  -698594.251501  -698591.640051
 31387   -0.3992  -698553.918663  -698551.431821
 31388   -0.3654  -698432.966911  -698426.683219
 31389   -0.4299  -698453.231701  -698450.431829
 31390   -0.4731  -698692.053670  -698690.206093
 31391   -0.4603  -698363.436802  -698364.674540
 31392   -0.3799  -698490.099554  -698488.735514
 31393   -0.4281  -698242.618477  -698243.108237
 31394   -0.4028  -698522.733458  -698520.910823
 31395   -0.5231  -698198.808838  -698193.065906
 31396   -0.5021  -698561.531841  -698562.268743
 31397   -0.3917  -698672.018911  -698669.176491
 31398   -0.4405  -698501.065330  -698500.190546
 31399   -0.5284  -698412.336438  -698409.823943
 31400   -0.4865  -698278.503699  -698277.259095
 31401   -0.3488  -698515.111242  -698513.058924
 31402   -0.4008  -698452.544572  -698450.243012
 31403   -0.3667  -698578.097681  -698573.610390
 31404   -0.4849  -698773.364296  -698768.792710
 31405   -0.4302  -698669.121915  -698665.198430
 31406   -0.3214  -698429.197431  -698425.672648
 31407   -0.3779  -698670.027060  -698667.413748
 31408   -0.4284  -698510.176398  -698506.401746
 31409   -0.5096  -698706.955980  -698704.229365
 31410   -0.2351  -698562.073420  -698558.076492
 31411   -0.5129  -698620.436176  -698616.162785
 31412   -0.3751  -698547.493474  -698543.885677
 31413   -0.3956  -698657.730191  -698652.982635
 31414   -0.4319  -698653.668829  -698648.999876
 31415   -0.5368  -698731.753873  -698725.254181
 31416   -0.5274  -698360.950561  -698358.073683
 31417   -0.4455  -698344.716577  -698341.133177
 31418   -0.3867  -698392.603794  -698386.880932
 31419   -0.4321  -698493.956937  -698489.924206
 31420   -0.3938  -698658.113458  -698655.717644
 31421   -0.4325  -698353.579286  -698350.753301
 31422   -0.3077  -698579.094232  -698577.311417
 31423   -0.3058  -698405.602436  -698401.903602
 31424   -0.4437  -698370.575960  -698370.434593
 31425   -0.5040  -698525.996039  -698524.529258
 31426   -0.4154  -698409.996711  -698406.302093
 31427   -0.4729  -698212.511203  -698209.998015
 31428   -0.4282  -698370.494165  -698368.152843
 31429   -0.5443  -698682.774174  -698679.151814
 31430   -0.3216  -698358.577745  -698351.534261
 31431   -0.3501  -698813.487503  -698810.450277
 31432   -0.4004  -698790.807834  -698784.013664
 31433   -0.3113  -698668.769233  -698668.131060
 31434   -0.4613  -698400.520360  -698395.688172
 31435   -0.3805  -698496.736625  -698493.835293
 31436   -0.3645  -698499.637738  -698495.250941
 31437   -0.4754  -698391.016373  -698388.412209
 31438   -0.3177  -698621.078800  -698617.839099
 31439   -0.3863  -698240.437568  -698240.881111
 31440   -0.3849  -698419.497172  -698416.760903
 31441   -0.3465  -698807.875252  -698804.356942
 31442   -0.4139  -698277.177043  -698273.508528
 31443   -0.4912  -698294.240227  -698291.049507
 31444   -0.3360  -698356.704887  -698350.737921
 31445   -0.3762  -698231.240398  -698226.814460
 31446   -0.3702  -698397.160104  -698393.864486
 31447   -0.3196  -698336.970589  -698332.591389
 31448   -0.5297  -698586.619979  -698583.947312
 31449   -0.4150  -698538.412351  -698535.970172
 31450   -0.3830  -698753.365922  -698749.490233
 31451   -0.3277  -698406.389254  -698404.189640
 31452   -0.4064  -698348.388222  -698341.850519
 31453   -0.4174  -698577.506509  -698572.070276
 31454   -0.4880  -698382.690955  -698379.016894
 31455   -0.4271  -698301.916934  -698300.435494
 31456   -0.3473  -698463.954167  -698462.207127
 31457   -0.4815  -698391.354915  -698389.296479
 31458   -0.4659  -698566.712252  -698562.832207
 31459   -0.4397  -698492.081350  -698490.871571
 31460   -0.4877  -698469.451604  -698465.646917
 31461   -0.4332  -698286.236495  -698280.573913
 31462   -0.3036  -698636.541926  -698631.820416
 31463   -0.4392  -698145.563667  -698142.253288
 31464   -0.4880  -698225.636006  -698220.814419
 31465   -0.3161  -698273.860899  -698274.622070
 31466   -0.2914  -698489.893575  -698488.165024
 31467   -0.3752  -698434.832820  -698431.258686
 31468   -0.3643  -698352.883980  -698351.075771
 31469   -0.4011  -698565.480707  -698558.934020
 31470   -0.3427  -698321.510442  -698316.457620
 31471   -0.3830  -698578.708600  -698575.706666
 31472   -0.3924  -698620.642451  -698616.452134
 31473   -0.3232  -698522.609773  -698519.599458
 31474   -0.3658  -698382.599275  -698378.421999
 31475   -0.3077  -698434.983163  -698432.723976
 31476   -0.3656  -698734.963526  -698729.848378
 31477   -0.3986  -698432.669848  -698429.451442
 31478   -0.4276  -698299.980860  -698295.912220
 31479   -0.3657  -698334.123280  -698330.779527
 31480   -0.4216  -698429.374876  -698427.785205
 31481   -0.3194  -698320.244925  -698316.500081
 31482   -0.3032  -698520.119390  -698516.123188
 31483   -0.4397  -698130.272927  -698126.349661
 31484   -0.3508  -698373.804660  -698369.345008
 31485   -0.3647  -698420.561835  -698419.345668
 31486   -0.4510  -698531.141237  -698529.889792
 31487   -0.2800  -698806.068806  -698803.396291
 31488   -0.4843  -698440.345258  -698437.206232
 31489   -0.4136  -698043.412228  -698038.055784
 31490   -0.5302  -698403.086993  -698399.825153
 31491   -0.2755  -698174.911107  -698170.046048
 31492   -0.3619  -698209.306593  -698206.602210
 31493   -0.3386  -698493.605336  -698489.975355
 31494   -0.4607  -698510.496837  -698507.894984
 31495   -0.3066  -698723.318860  -698722.036237
 31496   -0.3742  -698211.597744  -698209.910923
 31497   -0.4965  -698195.090738  -698190.119608
 31498   -0.3111  -698166.276735  -698162.415128
 31499   -0.3598  -698285.485461  -698280.237316
 31500   -0.3480  -698267.081729  -698264.573264
 31501   -0.4403  -698477.923606  -698474.562740
 31502   -0.3517  -698401.430299  -698398.565281
 31503   -0.3577  -698214.362072  -698211.777869
 31504   -0.3924  -698430.847993  -698429.750585
 31505   -0.4010  -698270.369029  -698269.012229
 31506   -0.2894  -698275.480872  -698271.477955
 31507   -0.3169  -698344.023011  -698341.758910
 31508   -0.4621  -698335.510878  -698334.472314
 31509   -0.2626  -698538.584596  -698536.683839
 31510   -0.3768  -698667.533989  -698667.625640
 31511   -0.3502  -698331.296204  -698329.365261
 31512   -0.3815  -698710.502670  -698709.683251
 31513   -0.3287  -698552.293113  -698547.428864
 31514   -0.4684  -698439.873643  -698437.268879
 31515   -0.3987  -698624.129646  -698619.908704
 31516   -0.5169  -698348.650484  -698346.399444
 31517   -0.2631  -698349.528993  -698346.905825
 31518   -0.4368  -698494.298364  -698491.121548
 31519   -0.4110  -698670.292441  -698665.388552
 31520   -0.3349  -698670.780244  -698668.387822
 31521   -0.5514  -698157.973126  -698153.603030
 31522   -0.4154  -698226.134187  -698222.031044
 31523   -0.4599  -698321.642014  -698318.895021
 31524   -0.3887  -698637.048883  -698634.483689
 31525   -0.3798  -698356.016064  -698352.072333
 31526   -0.3364  -698482.295941  -698479.964908
 31527   -0.5255  -698472.430290  -698468.848360
 31528   -0.4106  -698358.962004  -698356.989916
 31529   -0.5360  -698510.188079  -698502.107857
 31530   -0.3588  -698361.457526  -698357.638031
 31531   -0.3578  -698307.862617  -698304.768403
 31532   -0.3842  -698534.174758  -698532.419554
 31533   -0.4095  -698414.801732  -698412.335434
 31534   -0.4152  -698395.693430  -698392.652795
 31535   -0.4497  -698381.945150  -698378.885958
 31536   -0.3795  -698380.210332  -698375.421947
 31537   -0.2870  -698387.370658  -698382.679925
 31538   -0.4868  -698283.969206  -698280.825593
 31539   -0.4565  -698220.231723  -698216.085061
 31540   -0.2615  -698334.951091  -698328.797640
 31541   -0.2755  -698453.272132  -698448.957338
 31542   -0.3878  -698254.878498  -698251.671599
 31543   -0.3599  -698311.492598  -698308.275249
 31544   -0.3322  -698311.176399  -698304.730520
 31545   -0.4975  -698374.504793  -698370.902768
 31546   -0.3791  -698545.699588  -698541.722340
 31547   -0.4421  -698204.524329  -698200.782553
 31548   -0.4009  -698422.561642  -698420.871146
 31549   -0.4754  -698286.660250  -698285.549152
 31550   -0.3762  -698262.820371  -698262.620620
 31551   -0.4928  -698796.635720  -698791.453785
 31552   -0.4232  -698558.887360  -698556.349100
 31553   -0.3175  -698627.048028  -698623.367516
 31554   -0.3703  -698556.166609  -698554.839611
 31555   -0.3620  -698246.089892  -698240.811803
 31556   -0.5592  -698482.345814  -698476.943074
 31557   -0.4120  -698204.762618  -698198.839815
 31558   -0.3889  -698594.282039  -698590.607352
 31559   -0.4024  -698446.258633  -698440.690090
 31560   -0.4511  -698429.041868  -698422.673261
 31561   -0.3619  -698771.385575  -698766.309472
 31562   -0.5036  -698389.266837  -698385.468155
 31563   -0.4879  -698508.864361  -698505.754391
 31564   -0.4496  -698591.173748  -698587.213359
 31565   -0.3834  -698735.604818  -698731.454367
 31566   -0.3205  -698276.948242  -698274.427431
 31567   -0.4629  -698505.834046  -698503.113097
 31568   -0.3677  -698451.780155  -698446.248840
 31569   -0.4186  -698465.326494  -698457.864261
 31570   -0.3065  -698475.122200  -698471.058647
 31571   -0.3124  -698631.773098  -698628.169029
 31572   -0.2849  -698105.652787  -698096.247416
 31573   -0.5735  -698524.750994  -698520.810634
 31574   -0.5911  -698607.598547  -698604.463651
 31575   -0.3621  -698751.328570  -698749.248462
 31576   -0.3824  -698653.224778  -698648.094097
 31577   -0.3320  -698706.523903  -698702.343388
 31578   -0.5669  -698485.343186  -698482.075517
 31579   -0.4492  -698241.525288  -698240.518731
 31580   -0.4426  -698461.329381  -698456.395656
 31581   -0.4457  -698472.125710  -698467.970480
 31582   -0.4068  -698494.129382  -698491.178397
 31583   -0.3897  -698671.583761  -698668.108610
 31584   -0.4144  -698616.203551  -698611.649077
 31585   -0.4396  -698526.674194  -698521.451304
 31586   -0.2686  -698591.322179  -698585.901936
 31587   -0.3420  -698625.749308  -698620.127305
 31588   -0.4516  -698518.560141  -698518.090293
 31589   -0.4189  -698189.333243  -698184.936583
 31590   -0.4227  -698388.946058  -698384.924800
 31591   -0.4429  -698649.058145  -698646.305895
 31592   -0.3251  -698176.545719  -698173.618394
 31593   -0.4447  -698187.764111  -698185.386656
 31594   -0.3708  -698501.926780  -698499.417889
 31595   -0.2918  -698529.647008  -698528.752479
 31596   -0.3856  -698360.655151  -698357.674911
 31597   -0.4610  -698360.383116  -698354.886937
 31598   -0.2605  -698670.680630  -698665.346003
 31599   -0.3649  -698221.246411  -698216.186377
 31600   -0.5418  -698414.922155  -698410.898589
 31601   -0.4353  -698084.512176  -698080.612622
 31602   -0.3949  -698406.088617  -698399.264084
 31603   -0.4231  -698259.951629  -698256.644286
 31604   -0.3937  -698204.537535  -698199.008963
 31605   -0.1728  -698580.563374  -698573.235900
 31606   -0.3961  -698108.084771  -698102.044007
 31607   -0.3544  -698229.560671  -698225.953812
 31608   -0.4198  -698570.495156  -698568.008527
 31609   -0.4860  -698242.915944  -698237.900253
 31610   -0.4551  -698119.501672  -698116.259357
 31611   -0.3566  -698283.039432  -698278.411125
 31612   -0.2924  -698221.001368  -698219.582083
 31613   -0.5493  -698160.342821  -698152.515492
 31614   -0.4333  -698171.833878  -698168.681388
 31615   -0.4183  -698458.318517  -698454.677840
 31616   -0.3636  -698359.088162  -698355.011250
 31617   -0.3634  -698347.210153  -698344.552446
 31618   -0.4605  -698234.448930  -698232.002450
 31619   -0.4166  -698174.220892  -698171.467491
 31620   -0.2116  -698341.265921  -698341.614930
 31621   -0.5315  -698278.347456  -698273.465340
 31622   -0.4472  -698475.030822  -698474.194683
 31623   -0.4011  -698299.757381  -698293.271895
 31624   -0.4389  -697954.306243  -697950.137596
 31625   -0.4400  -698333.435228  -698332.553917
 31626   -0.4126  -698384.277128  -698384.091159
 31627   -0.5202  -698067.682259  -698064.400279
 31628   -0.3446  -698402.002583  -698403.019828
 31629   -0.3709  -698337.490811  -698336.654389
 31630   -0.3415  -698604.838518  -698605.032936
 31631   -0.4563  -698138.882130  -698136.228054
 31632   -0.3809  -698181.188696  -698179.063532
 31633   -0.3722  -698125.216859  -698123.917752
 31634   -0.4450  -698209.318044  -698206.872868
 31635   -0.3100  -698538.360713  -698536.265767
 31636   -0.3854  -697959.536966  -697958.074116
 31637   -0.4379  -698507.276442  -698504.942500
 31638   -0.4219  -698283.072164  -698280.724928
 31639   -0.4250  -698338.061027  -698334.916259
 31640   -0.4668  -698150.837183  -698147.871151
 31641   -0.3226  -698298.317063  -698296.082710
 31642   -0.4143  -698233.670434  -698231.087805
 31643   -0.4592  -698161.232350  -698158.278527
 31644   -0.4445  -698415.286541  -698409.492056
 31645   -0.2906  -698229.255659  -698227.287924
 31646   -0.5351  -698390.500819  -698387.444073
 31647   -0.5050  -698494.320506  -698489.103646
 31648   -0.4449  -698039.708814  -698038.066759
 31649   -0.3488  -698690.628552  -698688.044837
 31650   -0.4405  -698149.231357  -698145.657692
 31651   -0.5471  -698290.209906  -698284.522259
 31652   -0.4052  -698608.271094  -698602.854521
 31653   -0.4906  -698759.521983  -698756.549993
 31654   -0.4011  -698636.883278  -698633.813428
 31655   -0.5026  -698429.898004  -698426.306713
 31656   -0.4367  -698239.281930  -698233.758526
 31657   -0.2888  -698538.228954  -698534.925535
 31658   -0.4253  -698344.357519  -698338.986599
 31659   -0.3143  -698725.840861  -698724.590069
 31660   -0.3612  -698604.174544  -698598.979463
 31661   -0.4526  -698553.190873  -698550.103815
 31662   -0.4101  -698263.173158  -698259.435042
 31663   -0.2764  -698345.931363  -698342.570781
 31664   -0.2986  -698350.112451  -698347.812315
 31665   -0.4666  -698684.949749  -698681.378957
 31666   -0.4736  -698531.972073  -698530.525207
 31667   -0.3923  -698683.167853  -698679.670244
 31668   -0.3800  -698490.067492  -698485.829849
 31669   -0.3864  -698363.825949  -698356.886536
 31670   -0.4296  -698316.695105  -698314.379086
 31671   -0.4225  -698670.571492  -698667.204000
 31672   -0.3745  -698577.860202  -698573.160561
 31673   -0.4960  -698517.198568  -698511.917319
 31674   -0.4178  -698296.624952  -698294.053797
 31675   -0.3465  -698428.964047  -698421.817937
 31676   -0.4248  -698380.819076  -698376.713163
 31677   -0.4262  -698652.224475  -698647.479094
 31678   -0.3426  -698364.594587  -698360.927874
 31679   -0.3799  -698411.287330  -698407.588446
 31680   -0.3849  -698526.100265  -698522.801477
 31681   -0.3757  -698567.521231  -698562.093809
 31682   -0.3728  -698172.820894  -698169.706981
 31683   -0.2855  -698706.660671  -698700.472835
 31684   -0.4525  -698155.427291  -698149.649571
 31685   -0.5126  -698414.075424  -698409.482521
 31686   -0.3903  -698464.610730  -698459.914140
 31687   -0.4304  -698412.219638  -698406.644885
 31688   -0.4148  -698159.210129  -698155.775615
 31689   -0.3185  -698330.875902  -698321.434018
 31690   -0.4165  -698322.584807  -698318.636365
 31691   -0.3810  -698298.042933  -698291.378831
 31692   -0.3808  -698166.299408  -698159.120124
 31693   -0.3667  -698496.203453  -698490.742180
 31694   -0.4593  -698695.684709  -698690.185451
 31695   -0.4808  -698540.912307  -698537.159324
 31696   -0.3511  -698653.867521  -698649.400592
 31697   -0.3267  -698330.285409  -698324.617691
 31698   -0.3285  -698527.287877  -698521.172458
 31699   -0.4656  -698797.803019  -698787.632774
 31700   -0.4032  -698632.222789  -698628.928103
 31701   -0.3811  -698596.504415  -698591.969827
 31702   -0.3663  -698233.170614  -698226.156427
 31703   -0.3562  -698388.881553  -698381.830338
 31704   -0.4398  -698227.512939  -698222.223749
 31705   -0.3950  -698724.785351  -698720.200685
 31706   -0.4710  -698304.396158  -698301.426549
 31707   -0.4129  -698399.645111  -698394.866690
 31708   -0.3528  -698327.092470  -698322.285193
 31709   -0.2510  -698275.923649  -698271.392309
 31710   -0.3614  -698404.304596  -698400.253802
 31711   -0.4339  -698562.232748  -698557.264560
 31712   -0.2481  -698746.211156  -698741.936420
 31713   -0.3870  -698389.751254  -698384.619821
 31714   -0.4680  -698138.228065  -698133.649263
 31715   -0.3997  -698663.358267  -698655.350357
 31716   -0.4026  -698350.403463  -698342.403631
 31717   -0.3839  -698407.525443  -698402.863895
 31718   -0.4848  -698449.286254  -698445.928639
 31719   -0.5144  -698487.912643  -698485.228091
 31720   -0.3636  -698546.196018  -698537.908279
 31721   -0.2611  -698704.986408  -698698.832054
 31722   -0.4454  -698170.964023  -698164.612361
 31723   -0.3314  -698571.642331  -698566.244787
 31724   -0.3714  -698403.223766  -698399.085630
 31725   -0.3981  -698323.594337  -698318.325373
 31726   -0.4358  -698178.298216  -698175.173846
 31727   -0.3868  -698749.628832  -698746.303873
 31728   -0.3654  -698045.766547  -698041.880183
 31729   -0.3954  -698285.980723  -698278.759546
 31730   -0.5189  -698701.289980  -698693.996945
 31731   -0.4447  -698423.942508  -698418.908140
 31732   -0.4858  -698565.513587  -698561.266148
 31733   -0.4893  -698528.493754  -698525.359656
 31734   -0.4565  -698208.659190  -698206.172376
 31735   -0.4550  -698541.989246  -698535.158903
 31736   -0.2554  -698645.363317  -698640.032494
 31737   -0.4397  -698446.093438  -698442.253704
 31738   -0.3198  -698193.376792  -698186.818955
 31739   -0.3795  -698393.314094  -698385.335045
 31740   -0.4250  -698719.139182  -698713.307504
 31741   -0.4107  -698498.867256  -698494.403077
 31742   -0.5238  -698456.741143  -698453.843344
 31743   -0.3358  -698622.897211  -698617.872826
 31744   -0.4558  -698067.366365  -698062.770375
 31745   -0.3324  -698336.895747  -698330.212453
 31746   -0.4350  -698540.430720  -698535.639975
 31747   -0.2935  -698519.994778  -698513.332021
 31748   -0.4460  -698551.502897  -698545.796319
 31749   -0.3842  -698524.908533  -698521.794107
 31750   -0.3875  -698825.992431  -698819.632903
 31751   -0.4892  -698547.171772  -698540.346091
 31752   -0.4634  -698420.142800  -698415.791875
 31753   -0.3092  -698418.794680  -698415.820875
 31754   -0.3142  -698475.507433  -698468.398113
 31755   -0.3039  -698725.065876  -698718.867933
 31756   -0.4501  -698605.231382  -698601.107103
 31757   -0.3834  -698587.487485  -698578.650052
 31758   -0.4377  -698537.366557  -698534.870885
 31759   -0.3920  -698413.517100  -698408.645159
 31760   -0.3470  -698629.475734  -698623.844156
 31761   -0.2390  -698325.114594  -698321.060949
 31762   -0.5154  -698305.227298  -698299.025187
 31763   -0.4291  -698425.060517  -698419.994567
 31764   -0.3192  -698473.808628  -698468.891509
 31765   -0.3550  -698464.223882  -698458.170684
 31766   -0.3677  -698403.129690  -698397.884686
 31767   -0.5082  -698186.005706  -698181.540815
 31768   -0.4289  -698813.477632  -698809.541052
 31769   -0.4520  -698222.399609  -698215.656752
 31770   -0.4972  -698238.118838  -698234.592318
 31771   -0.3869  -698257.784056  -698254.549414
 31772   -0.4623  -698407.782767  -698400.665847
 31773   -0.3741  -698644.813672  -698637.965468
 31774   -0.2998  -698628.706528  -698624.373930
 31775   -0.4971  -698169.976595  -698166.252983
